,,,,,,,HD01,SUBHD02010101,SUBHD02010102,SUBHD02010103,SUBHD020102,SUBHD020201,SUBHD020202,SUBHD020203
,,,,,,,Total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population
,,,,,,,,In households,In households,In households,In households,In group quarters,In group quarters,In group quarters
GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,,Family households,Family households,Family households,Nonfamily households [3],Total,Institutionalized population,Noninstitutionalized population
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,,Total,In families [1],Nonrelatives [2],,,,
0400000US06,06,California,8710000US0695610,0695610,"California - ZCTA5 95610, California","ZCTA5 95610, California",44147,80.1,76.5,3.6,19.0,0.8,0.4,0.4
0400000US06,06,California,8710000US0695612,0695612,"California - ZCTA5 95612, California","ZCTA5 95612, California",1239,89.2,88.1,1.0,10.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0695614,0695614,"California - ZCTA5 95614, California","ZCTA5 95614, California",3833,87.7,85.8,2.0,12.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0695615,0695615,"California - ZCTA5 95615, California","ZCTA5 95615, California",834,76.6,75.1,1.6,12.7,10.7,0.0,10.7
0400000US06,06,California,8710000US0695616,0695616,"California - ZCTA5 95616, California","ZCTA5 95616, California",47032,45.6,44.3,1.4,43.5,10.8,0.2,10.6
0400000US06,06,California,8710000US0695618,0695618,"California - ZCTA5 95618, California","ZCTA5 95618, California",27281,68.3,66.6,1.7,30.8,0.9,0.7,0.2
0400000US06,06,California,8710000US0695619,0695619,"California - ZCTA5 95619, California","ZCTA5 95619, California",4842,83.2,80.4,2.7,16.5,0.4,0.2,0.1
0400000US06,06,California,8710000US0695620,0695620,"California - ZCTA5 95620, California","ZCTA5 95620, California",20553,90.7,88.0,2.7,9.2,0.1,0.0,0.1
0400000US06,06,California,8710000US0695621,0695621,"California - ZCTA5 95621, California","ZCTA5 95621, California",39819,82.0,78.7,3.3,17.8,0.3,0.0,0.3
0400000US06,06,California,8710000US0695623,0695623,"California - ZCTA5 95623, California","ZCTA5 95623, California",3806,84.6,82.4,2.1,14.4,1.1,0.0,1.1
0400000US06,06,California,8710000US0695624,0695624,"California - ZCTA5 95624, California","ZCTA5 95624, California",61989,92.2,89.7,2.5,7.1,0.7,0.3,0.4
0400000US06,06,California,8710000US0695625,0695625,"California - ZCTA5 95625, California","ZCTA5 95625, California",155,76.8,73.5,3.2,23.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0695626,0695626,"California - ZCTA5 95626, California","ZCTA5 95626, California",5975,90.4,87.0,3.4,9.2,0.4,0.0,0.4
0400000US06,06,California,8710000US0695627,0695627,"California - ZCTA5 95627, California","ZCTA5 95627, California",3513,89.9,86.9,2.9,10.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0695628,0695628,"California - ZCTA5 95628, California","ZCTA5 95628, California",40196,81.8,79.3,2.4,16.9,1.3,0.4,0.9
0400000US06,06,California,8710000US0695629,0695629,"California - ZCTA5 95629, California","ZCTA5 95629, California",832,84.0,82.0,2.0,16.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0695630,0695630,"California - ZCTA5 95630, California","ZCTA5 95630, California",72180,77.6,76.2,1.3,12.8,9.6,9.4,0.3
0400000US06,06,California,8710000US0695631,0695631,"California - ZCTA5 95631, California","ZCTA5 95631, California",6076,87.1,84.8,2.3,12.9,0.0,0.0,0.0
0400000US06,06,California,8710000US0695632,0695632,"California - ZCTA5 95632, California","ZCTA5 95632, California",29269,90.9,88.0,2.9,8.0,1.1,0.4,0.7
0400000US06,06,California,8710000US0695633,0695633,"California - ZCTA5 95633, California","ZCTA5 95633, California",3349,84.4,81.9,2.5,14.9,0.7,0.0,0.7
0400000US06,06,California,8710000US0695634,0695634,"California - ZCTA5 95634, California","ZCTA5 95634, California",3232,81.4,78.0,3.4,14.4,4.2,3.5,0.6
0400000US06,06,California,8710000US0695635,0695635,"California - ZCTA5 95635, California","ZCTA5 95635, California",1262,80.4,78.1,2.3,15.2,4.4,0.0,4.4
0400000US06,06,California,8710000US0695636,0695636,"California - ZCTA5 95636, California","ZCTA5 95636, California",1101,85.1,82.6,2.5,14.9,0.0,0.0,0.0
0400000US06,06,California,8710000US0695637,0695637,"California - ZCTA5 95637, California","ZCTA5 95637, California",370,85.9,83.8,2.2,14.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0695638,0695638,"California - ZCTA5 95638, California","ZCTA5 95638, California",2255,89.7,86.5,3.1,7.8,2.6,0.0,2.6
0400000US06,06,California,8710000US0695639,0695639,"California - ZCTA5 95639, California","ZCTA5 95639, California",283,83.7,82.3,1.4,16.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0695640,0695640,"California - ZCTA5 95640, California","ZCTA5 95640, California",11353,54.3,52.5,1.8,8.9,36.7,36.6,0.1
0400000US06,06,California,8710000US0695641,0695641,"California - ZCTA5 95641, California","ZCTA5 95641, California",1986,73.9,71.6,2.3,26.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0695642,0695642,"California - ZCTA5 95642, California","ZCTA5 95642, California",7164,77.3,75.1,2.2,18.6,4.1,3.0,1.1
0400000US06,06,California,8710000US0695645,0695645,"California - ZCTA5 95645, California","ZCTA5 95645, California",2037,88.9,86.2,2.7,11.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0695646,0695646,"California - ZCTA5 95646, California","ZCTA5 95646, California",158,50.0,50.0,0.0,34.8,15.2,0.0,15.2
0400000US06,06,California,8710000US0695648,0695648,"California - ZCTA5 95648, California","ZCTA5 95648, California",47354,87.3,85.3,2.0,12.3,0.3,0.2,0.2
0400000US06,06,California,8710000US0695650,0695650,"California - ZCTA5 95650, California","ZCTA5 95650, California",12447,88.8,86.6,2.2,10.9,0.3,0.2,0.1
0400000US06,06,California,8710000US0695651,0695651,"California - ZCTA5 95651, California","ZCTA5 95651, California",637,75.4,73.3,2.0,19.3,5.3,0.0,5.3
0400000US06,06,California,8710000US0695652,0695652,"California - ZCTA5 95652, California","ZCTA5 95652, California",739,64.7,62.5,2.2,8.0,27.3,0.0,27.3
0400000US06,06,California,8710000US0695653,0695653,"California - ZCTA5 95653, California","ZCTA5 95653, California",527,92.8,90.5,2.3,6.8,0.4,0.0,0.4
0400000US06,06,California,8710000US0695655,0695655,"California - ZCTA5 95655, California","ZCTA5 95655, California",4314,88.6,86.7,1.9,11.3,0.1,0.0,0.1
0400000US06,06,California,8710000US0695658,0695658,"California - ZCTA5 95658, California","ZCTA5 95658, California",6285,86.8,84.8,2.0,12.9,0.3,0.0,0.3
0400000US06,06,California,8710000US0695659,0695659,"California - ZCTA5 95659, California","ZCTA5 95659, California",702,83.8,81.8,2.0,15.7,0.6,0.0,0.6
0400000US06,06,California,8710000US0695660,0695660,"California - ZCTA5 95660, California","ZCTA5 95660, California",30714,87.8,83.0,4.8,11.9,0.3,0.0,0.3
0400000US06,06,California,8710000US0695661,0695661,"California - ZCTA5 95661, California","ZCTA5 95661, California",29791,82.2,80.1,2.1,16.3,1.5,1.2,0.3
0400000US06,06,California,8710000US0695662,0695662,"California - ZCTA5 95662, California","ZCTA5 95662, California",31558,84.7,81.9,2.8,14.6,0.7,0.3,0.3
0400000US06,06,California,8710000US0695663,0695663,"California - ZCTA5 95663, California","ZCTA5 95663, California",2377,88.4,86.8,1.6,10.6,0.9,0.9,0.0
0400000US06,06,California,8710000US0695664,0695664,"California - ZCTA5 95664, California","ZCTA5 95664, California",1380,83.1,81.7,1.4,16.9,0.0,0.0,0.0
0400000US06,06,California,8710000US0695665,0695665,"California - ZCTA5 95665, California","ZCTA5 95665, California",4426,83.2,80.4,2.8,15.2,1.6,1.4,0.2
0400000US06,06,California,8710000US0695666,0695666,"California - ZCTA5 95666, California","ZCTA5 95666, California",5336,82.0,79.6,2.4,18.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0695667,0695667,"California - ZCTA5 95667, California","ZCTA5 95667, California",36726,81.7,79.0,2.7,16.3,2.0,1.6,0.5
0400000US06,06,California,8710000US0695668,0695668,"California - ZCTA5 95668, California","ZCTA5 95668, California",815,88.5,86.5,2.0,11.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0695669,0695669,"California - ZCTA5 95669, California","ZCTA5 95669, California",2443,83.9,82.4,1.5,15.7,0.4,0.0,0.4
0400000US06,06,California,8710000US0695670,0695670,"California - ZCTA5 95670, California","ZCTA5 95670, California",52973,83.1,79.9,3.2,16.4,0.5,0.3,0.2
0400000US06,06,California,8710000US0695672,0695672,"California - ZCTA5 95672, California","ZCTA5 95672, California",4773,91.0,89.1,1.9,8.9,0.1,0.0,0.1
0400000US06,06,California,8710000US0695673,0695673,"California - ZCTA5 95673, California","ZCTA5 95673, California",15455,88.6,84.1,4.4,11.1,0.3,0.0,0.3
0400000US06,06,California,8710000US0695674,0695674,"California - ZCTA5 95674, California","ZCTA5 95674, California",935,88.1,85.8,2.4,11.7,0.2,0.0,0.2
0400000US06,06,California,8710000US0695675,0695675,"California - ZCTA5 95675, California","ZCTA5 95675, California",381,80.8,76.9,3.9,19.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0695677,0695677,"California - ZCTA5 95677, California","ZCTA5 95677, California",23333,83.4,81.3,2.2,15.6,0.9,0.0,0.9
0400000US06,06,California,8710000US0695678,0695678,"California - ZCTA5 95678, California","ZCTA5 95678, California",41192,81.3,78.6,2.6,18.0,0.8,0.0,0.8
0400000US06,06,California,8710000US0695679,0695679,"California - ZCTA5 95679, California","ZCTA5 95679, California",55,67.3,63.6,3.6,32.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0695680,0695680,"California - ZCTA5 95680, California","ZCTA5 95680, California",146,91.1,90.4,0.7,8.9,0.0,0.0,0.0
0400000US06,06,California,8710000US0695681,0695681,"California - ZCTA5 95681, California","ZCTA5 95681, California",1226,90.3,86.5,3.8,9.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0695682,0695682,"California - ZCTA5 95682, California","ZCTA5 95682, California",29114,88.0,85.7,2.2,11.7,0.3,0.0,0.3
0400000US06,06,California,8710000US0695683,0695683,"California - ZCTA5 95683, California","ZCTA5 95683, California",6180,87.9,86.8,1.2,10.9,1.1,1.1,0.0
0400000US06,06,California,8710000US0695684,0695684,"California - ZCTA5 95684, California","ZCTA5 95684, California",3422,83.0,80.9,2.0,17.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0695685,0695685,"California - ZCTA5 95685, California","ZCTA5 95685, California",4680,80.0,77.7,2.3,19.9,0.1,0.0,0.1
0400000US06,06,California,8710000US0695686,0695686,"California - ZCTA5 95686, California","ZCTA5 95686, California",1405,88.9,86.8,2.1,10.7,0.4,0.0,0.4
0400000US06,06,California,8710000US0695687,0695687,"California - ZCTA5 95687, California","ZCTA5 95687, California",65096,74.9,72.5,2.4,12.9,12.2,12.2,0.0
0400000US06,06,California,8710000US0695688,0695688,"California - ZCTA5 95688, California","ZCTA5 95688, California",34379,88.2,85.2,3.1,11.4,0.4,0.2,0.1
0400000US06,06,California,8710000US0695689,0695689,"California - ZCTA5 95689, California","ZCTA5 95689, California",1244,82.7,81.0,1.7,17.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0695690,0695690,"California - ZCTA5 95690, California","ZCTA5 95690, California",2533,84.1,81.8,2.2,13.7,2.2,0.0,2.2
0400000US06,06,California,8710000US0695691,0695691,"California - ZCTA5 95691, California","ZCTA5 95691, California",34737,83.4,80.6,2.8,16.1,0.5,0.3,0.2
0400000US06,06,California,8710000US0695692,0695692,"California - ZCTA5 95692, California","ZCTA5 95692, California",4769,89.2,87.1,2.1,10.7,0.1,0.1,0.0
0400000US06,06,California,8710000US0695693,0695693,"California - ZCTA5 95693, California","ZCTA5 95693, California",6758,90.6,88.4,2.2,8.9,0.4,0.1,0.4
0400000US06,06,California,8710000US0695694,0695694,"California - ZCTA5 95694, California","ZCTA5 95694, California",9156,89.7,87.2,2.5,10.2,0.1,0.0,0.1
0400000US06,06,California,8710000US0695695,0695695,"California - ZCTA5 95695, California","ZCTA5 95695, California",37946,84.5,81.4,3.1,14.2,1.3,0.9,0.4
0400000US06,06,California,8710000US0695697,0695697,"California - ZCTA5 95697, California","ZCTA5 95697, California",425,90.1,86.8,3.3,9.9,0.0,0.0,0.0
0400000US06,06,California,8710000US0695698,0695698,"California - ZCTA5 95698, California","ZCTA5 95698, California",236,87.3,84.7,2.5,12.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0695699,0695699,"California - ZCTA5 95699, California","ZCTA5 95699, California",154,83.8,81.2,2.6,16.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0695701,0695701,"California - ZCTA5 95701, California","ZCTA5 95701, California",983,83.7,81.9,1.8,14.6,1.6,0.0,1.6
0400000US06,06,California,8710000US0695703,0695703,"California - ZCTA5 95703, California","ZCTA5 95703, California",897,73.8,71.6,2.2,16.1,10.1,3.0,7.1
0400000US06,06,California,8710000US0695709,0695709,"California - ZCTA5 95709, California","ZCTA5 95709, California",4772,85.6,83.4,2.2,14.4,0.0,0.0,0.0
0400000US06,06,California,8710000US0695713,0695713,"California - ZCTA5 95713, California","ZCTA5 95713, California",9495,83.3,80.6,2.7,16.1,0.6,0.0,0.6
0400000US06,06,California,8710000US0695714,0695714,"California - ZCTA5 95714, California","ZCTA5 95714, California",382,78.0,75.9,2.1,22.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0695715,0695715,"California - ZCTA5 95715, California","ZCTA5 95715, California",115,66.1,65.2,0.9,33.9,0.0,0.0,0.0
0400000US06,06,California,8710000US0695717,0695717,"California - ZCTA5 95717, California","ZCTA5 95717, California",231,77.5,76.2,1.3,22.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0695720,0695720,"California - ZCTA5 95720, California","ZCTA5 95720, California",157,76.4,75.8,0.6,23.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0695721,0695721,"California - ZCTA5 95721, California","ZCTA5 95721, California",37,45.9,43.2,2.7,54.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0695722,0695722,"California - ZCTA5 95722, California","ZCTA5 95722, California",4585,88.6,86.8,1.8,10.9,0.4,0.0,0.4
0400000US06,06,California,8710000US0695724,0695724,"California - ZCTA5 95724, California","ZCTA5 95724, California",27,11.1,11.1,0.0,29.6,59.3,0.0,59.3
0400000US06,06,California,8710000US0695726,0695726,"California - ZCTA5 95726, California","ZCTA5 95726, California",8842,84.4,81.7,2.7,15.3,0.3,0.0,0.3
0400000US06,06,California,8710000US0695728,0695728,"California - ZCTA5 95728, California","ZCTA5 95728, California",386,65.0,63.0,2.1,35.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0695735,0695735,"California - ZCTA5 95735, California","ZCTA5 95735, California",68,70.6,70.6,0.0,29.4,0.0,0.0,0.0
0400000US06,06,California,8710000US0695736,0695736,"California - ZCTA5 95736, California","ZCTA5 95736, California",240,55.8,54.2,1.7,16.3,27.9,0.0,27.9
0400000US06,06,California,8710000US0695742,0695742,"California - ZCTA5 95742, California","ZCTA5 95742, California",7749,91.5,89.3,2.2,8.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0695746,0695746,"California - ZCTA5 95746, California","ZCTA5 95746, California",21460,92.8,91.5,1.3,7.0,0.2,0.1,0.2
0400000US06,06,California,8710000US0695747,0695747,"California - ZCTA5 95747, California","ZCTA5 95747, California",51870,88.0,86.4,1.7,11.7,0.2,0.0,0.2
0400000US06,06,California,8710000US0695757,0695757,"California - ZCTA5 95757, California","ZCTA5 95757, California",40222,89.5,87.3,2.2,6.0,4.5,4.3,0.2
0400000US06,06,California,8710000US0695758,0695758,"California - ZCTA5 95758, California","ZCTA5 95758, California",60435,89.6,87.2,2.4,10.1,0.3,0.0,0.3
0400000US06,06,California,8710000US0695762,0695762,"California - ZCTA5 95762, California","ZCTA5 95762, California",38797,92.9,91.6,1.3,7.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0695765,0695765,"California - ZCTA5 95765, California","ZCTA5 95765, California",33974,87.3,85.9,1.4,11.5,1.2,0.5,0.7
0400000US06,06,California,8710000US0695776,0695776,"California - ZCTA5 95776, California","ZCTA5 95776, California",21902,89.6,87.0,2.6,8.0,2.4,2.3,0.1
0400000US06,06,California,8710000US0695811,0695811,"California - ZCTA5 95811, California","ZCTA5 95811, California",7595,33.6,32.2,1.3,51.0,15.4,1.4,14.0
0400000US06,06,California,8710000US0695814,0695814,"California - ZCTA5 95814, California","ZCTA5 95814, California",9922,23.1,22.3,0.8,53.6,23.3,22.1,1.2
0400000US06,06,California,8710000US0695815,0695815,"California - ZCTA5 95815, California","ZCTA5 95815, California",24680,78.8,73.7,5.1,20.3,0.9,0.0,0.9
0400000US06,06,California,8710000US0695816,0695816,"California - ZCTA5 95816, California","ZCTA5 95816, California",15579,41.6,40.1,1.5,56.4,2.0,1.2,0.8
0400000US06,06,California,8710000US0695817,0695817,"California - ZCTA5 95817, California","ZCTA5 95817, California",13534,65.3,61.7,3.6,32.6,2.0,1.7,0.3
0400000US06,06,California,8710000US0695818,0695818,"California - ZCTA5 95818, California","ZCTA5 95818, California",19811,69.7,67.8,1.9,29.7,0.6,0.0,0.6
0400000US06,06,California,8710000US0695819,0695819,"California - ZCTA5 95819, California","ZCTA5 95819, California",17141,64.0,62.6,1.3,27.8,8.2,0.5,7.8
0400000US06,06,California,8710000US0695820,0695820,"California - ZCTA5 95820, California","ZCTA5 95820, California",34480,82.3,77.9,4.4,16.9,0.9,0.1,0.7
0400000US06,06,California,8710000US0695821,0695821,"California - ZCTA5 95821, California","ZCTA5 95821, California",33550,75.5,72.6,3.0,23.9,0.6,0.2,0.4
0400000US06,06,California,8710000US0695822,0695822,"California - ZCTA5 95822, California","ZCTA5 95822, California",42347,83.8,80.7,3.1,15.3,0.9,0.6,0.3
0400000US06,06,California,8710000US0695823,0695823,"California - ZCTA5 95823, California","ZCTA5 95823, California",73985,89.0,85.1,3.9,10.3,0.7,0.3,0.4
0400000US06,06,California,8710000US0695824,0695824,"California - ZCTA5 95824, California","ZCTA5 95824, California",30221,88.5,84.0,4.5,10.9,0.7,0.2,0.5
0400000US06,06,California,8710000US0695825,0695825,"California - ZCTA5 95825, California","ZCTA5 95825, California",31084,60.0,56.7,3.4,37.8,2.2,1.4,0.8
0400000US06,06,California,8710000US0695826,0695826,"California - ZCTA5 95826, California","ZCTA5 95826, California",36628,73.3,70.2,3.1,26.1,0.7,0.2,0.5
0400000US06,06,California,8710000US0695827,0695827,"California - ZCTA5 95827, California","ZCTA5 95827, California",20269,81.2,77.7,3.6,17.0,1.8,1.4,0.3
0400000US06,06,California,8710000US0695828,0695828,"California - ZCTA5 95828, California","ZCTA5 95828, California",57862,90.4,86.5,3.9,9.1,0.5,0.0,0.5
0400000US06,06,California,8710000US0695829,0695829,"California - ZCTA5 95829, California","ZCTA5 95829, California",24755,92.8,90.1,2.7,6.7,0.5,0.1,0.4
0400000US06,06,California,8710000US0695830,0695830,"California - ZCTA5 95830, California","ZCTA5 95830, California",934,91.6,90.1,1.5,6.3,2.0,0.0,2.0
0400000US06,06,California,8710000US0695831,0695831,"California - ZCTA5 95831, California","ZCTA5 95831, California",41321,79.4,77.5,1.9,19.6,0.9,0.6,0.3
0400000US06,06,California,8710000US0695832,0695832,"California - ZCTA5 95832, California","ZCTA5 95832, California",11924,90.9,87.4,3.5,5.9,3.2,0.0,3.2
0400000US06,06,California,8710000US0695833,0695833,"California - ZCTA5 95833, California","ZCTA5 95833, California",37293,79.8,76.0,3.8,20.1,0.1,0.0,0.0
0400000US06,06,California,8710000US0695834,0695834,"California - ZCTA5 95834, California","ZCTA5 95834, California",25899,81.7,78.4,3.2,18.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0695835,0695835,"California - ZCTA5 95835, California","ZCTA5 95835, California",35936,85.0,82.6,2.4,15.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0695837,0695837,"California - ZCTA5 95837, California","ZCTA5 95837, California",315,87.9,86.7,1.3,12.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0695838,0695838,"California - ZCTA5 95838, California","ZCTA5 95838, California",36764,88.9,84.6,4.3,10.2,1.0,0.7,0.2
0400000US06,06,California,8710000US0695841,0695841,"California - ZCTA5 95841, California","ZCTA5 95841, California",19448,76.3,72.5,3.8,22.5,1.2,1.1,0.1
0400000US06,06,California,8710000US0695842,0695842,"California - ZCTA5 95842, California","ZCTA5 95842, California",31806,85.3,81.3,4.0,14.5,0.2,0.1,0.1
0400000US06,06,California,8710000US0695843,0695843,"California - ZCTA5 95843, California","ZCTA5 95843, California",45048,91.3,88.6,2.7,8.5,0.2,0.1,0.1
0400000US06,06,California,8710000US0695864,0695864,"California - ZCTA5 95864, California","ZCTA5 95864, California",22447,82.3,80.5,1.8,17.4,0.3,0.0,0.3
0400000US06,06,California,8710000US0695901,0695901,"California - ZCTA5 95901, California","ZCTA5 95901, California",31314,83.1,79.5,3.6,14.6,2.2,1.7,0.6
0400000US06,06,California,8710000US0695903,0695903,"California - ZCTA5 95903, California","ZCTA5 95903, California",1732,75.5,75.3,0.1,0.7,23.8,0.0,23.8
0400000US06,06,California,8710000US0695910,0695910,"California - ZCTA5 95910, California","ZCTA5 95910, California",86,73.3,69.8,3.5,26.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0695912,0695912,"California - ZCTA5 95912, California","ZCTA5 95912, California",4685,92.7,90.0,2.7,7.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0695914,0695914,"California - ZCTA5 95914, California","ZCTA5 95914, California",578,82.9,78.9,4.0,17.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0695915,0695915,"California - ZCTA5 95915, California","ZCTA5 95915, California",44,63.6,56.8,6.8,36.4,0.0,0.0,0.0
0400000US06,06,California,8710000US0695916,0695916,"California - ZCTA5 95916, California","ZCTA5 95916, California",1441,77.4,73.9,3.5,22.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0695917,0695917,"California - ZCTA5 95917, California","ZCTA5 95917, California",3155,89.6,86.6,3.0,10.4,0.0,0.0,0.0
0400000US06,06,California,8710000US0695918,0695918,"California - ZCTA5 95918, California","ZCTA5 95918, California",2339,88.4,85.3,3.1,11.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0695919,0695919,"California - ZCTA5 95919, California","ZCTA5 95919, California",1378,80.8,78.2,2.7,18.8,0.4,0.0,0.4
0400000US06,06,California,8710000US0695920,0695920,"California - ZCTA5 95920, California","ZCTA5 95920, California",274,85.4,83.6,1.8,14.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0695922,0695922,"California - ZCTA5 95922, California","ZCTA5 95922, California",687,74.1,70.9,3.2,25.9,0.0,0.0,0.0
0400000US06,06,California,8710000US0695923,0695923,"California - ZCTA5 95923, California","ZCTA5 95923, California",58,72.4,70.7,1.7,27.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0695925,0695925,"California - ZCTA5 95925, California","ZCTA5 95925, California",295,85.1,81.4,3.7,14.9,0.0,0.0,0.0
0400000US06,06,California,8710000US0695926,0695926,"California - ZCTA5 95926, California","ZCTA5 95926, California",37725,59.3,56.5,2.9,36.4,4.3,0.8,3.5
0400000US06,06,California,8710000US0695928,0695928,"California - ZCTA5 95928, California","ZCTA5 95928, California",36511,62.4,59.9,2.5,34.0,3.6,0.8,2.8
0400000US06,06,California,8710000US0695930,0695930,"California - ZCTA5 95930, California","ZCTA5 95930, California",69,65.2,62.3,2.9,34.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0695932,0695932,"California - ZCTA5 95932, California","ZCTA5 95932, California",7718,86.7,84.3,2.5,12.5,0.8,0.7,0.2
0400000US06,06,California,8710000US0695934,0695934,"California - ZCTA5 95934, California","ZCTA5 95934, California",274,80.3,76.3,4.0,19.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0695935,0695935,"California - ZCTA5 95935, California","ZCTA5 95935, California",631,77.0,73.5,3.5,23.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0695936,0695936,"California - ZCTA5 95936, California","ZCTA5 95936, California",352,71.6,70.5,1.1,28.4,0.0,0.0,0.0
0400000US06,06,California,8710000US0695937,0695937,"California - ZCTA5 95937, California","ZCTA5 95937, California",1491,87.5,84.8,2.6,12.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0695938,0695938,"California - ZCTA5 95938, California","ZCTA5 95938, California",3787,87.5,85.2,2.3,12.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0695939,0695939,"California - ZCTA5 95939, California","ZCTA5 95939, California",604,69.0,66.2,2.8,12.3,18.7,0.0,18.7
0400000US06,06,California,8710000US0695941,0695941,"California - ZCTA5 95941, California","ZCTA5 95941, California",563,79.4,77.8,1.6,20.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0695942,0695942,"California - ZCTA5 95942, California","ZCTA5 95942, California",1301,81.6,80.0,1.6,18.4,0.0,0.0,0.0
0400000US06,06,California,8710000US0695943,0695943,"California - ZCTA5 95943, California","ZCTA5 95943, California",879,84.5,82.5,2.0,15.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0695944,0695944,"California - ZCTA5 95944, California","ZCTA5 95944, California",46,65.2,65.2,0.0,34.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0695945,0695945,"California - ZCTA5 95945, California","ZCTA5 95945, California",25199,74.8,71.8,3.0,23.3,2.0,1.4,0.6
0400000US06,06,California,8710000US0695946,0695946,"California - ZCTA5 95946, California","ZCTA5 95946, California",9790,85.8,83.1,2.7,14.1,0.1,0.0,0.1
0400000US06,06,California,8710000US0695947,0695947,"California - ZCTA5 95947, California","ZCTA5 95947, California",1899,79.6,76.0,3.6,20.4,0.0,0.0,0.0
0400000US06,06,California,8710000US0695948,0695948,"California - ZCTA5 95948, California","ZCTA5 95948, California",10810,87.5,84.8,2.7,11.3,1.2,1.0,0.2
0400000US06,06,California,8710000US0695949,0695949,"California - ZCTA5 95949, California","ZCTA5 95949, California",19741,84.3,81.9,2.4,15.5,0.2,0.1,0.1
0400000US06,06,California,8710000US0695950,0695950,"California - ZCTA5 95950, California","ZCTA5 95950, California",569,89.1,84.5,4.6,10.9,0.0,0.0,0.0
0400000US06,06,California,8710000US0695951,0695951,"California - ZCTA5 95951, California","ZCTA5 95951, California",2601,93.8,90.3,3.5,6.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0695953,0695953,"California - ZCTA5 95953, California","ZCTA5 95953, California",10718,87.6,85.1,2.5,8.3,4.1,3.7,0.4
0400000US06,06,California,8710000US0695954,0695954,"California - ZCTA5 95954, California","ZCTA5 95954, California",12251,82.9,80.0,3.0,17.0,0.1,0.0,0.1
0400000US06,06,California,8710000US0695955,0695955,"California - ZCTA5 95955, California","ZCTA5 95955, California",1517,87.5,85.1,2.4,12.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0695956,0695956,"California - ZCTA5 95956, California","ZCTA5 95956, California",401,74.1,72.8,1.2,25.9,0.0,0.0,0.0
0400000US06,06,California,8710000US0695957,0695957,"California - ZCTA5 95957, California","ZCTA5 95957, California",761,84.6,82.4,2.2,15.4,0.0,0.0,0.0
0400000US06,06,California,8710000US0695959,0695959,"California - ZCTA5 95959, California","ZCTA5 95959, California",17838,77.6,74.7,2.9,19.4,3.0,1.7,1.3
0400000US06,06,California,8710000US0695960,0695960,"California - ZCTA5 95960, California","ZCTA5 95960, California",796,72.2,68.6,3.6,27.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0695961,0695961,"California - ZCTA5 95961, California","ZCTA5 95961, California",26510,90.9,86.9,4.0,8.9,0.2,0.0,0.2
