,,,,,,,HD01,SUBHD02010101,SUBHD02010102,SUBHD02010103,SUBHD020102,SUBHD020201,SUBHD020202,SUBHD020203
,,,,,,,Total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population,Percent of total population
,,,,,,,,In households,In households,In households,In households,In group quarters,In group quarters,In group quarters
GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,,Family households,Family households,Family households,Nonfamily households [3],Total,Institutionalized population,Noninstitutionalized population
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,,Total,In families [1],Nonrelatives [2],,,,
0400000US06,06,California,8710000US0693532,0693532,"California - ZCTA5 93532, California","ZCTA5 93532, California",2932,75.1,72.9,2.2,15.2,9.7,5.9,3.8
0400000US06,06,California,8710000US0693534,0693534,"California - ZCTA5 93534, California","ZCTA5 93534, California",39341,80.5,76.3,4.2,17.1,2.4,1.3,1.1
0400000US06,06,California,8710000US0693535,0693535,"California - ZCTA5 93535, California","ZCTA5 93535, California",72046,90.3,86.0,4.3,8.4,1.3,0.1,1.2
0400000US06,06,California,8710000US0693536,0693536,"California - ZCTA5 93536, California","ZCTA5 93536, California",70918,82.0,79.1,2.9,8.8,9.1,8.8,0.3
0400000US06,06,California,8710000US0693541,0693541,"California - ZCTA5 93541, California","ZCTA5 93541, California",449,80.0,77.5,2.4,18.0,2.0,0.0,2.0
0400000US06,06,California,8710000US0693543,0693543,"California - ZCTA5 93543, California","ZCTA5 93543, California",13033,91.9,87.3,4.6,8.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0693544,0693544,"California - ZCTA5 93544, California","ZCTA5 93544, California",1259,77.7,75.2,2.5,21.8,0.5,0.0,0.5
0400000US06,06,California,8710000US0693545,0693545,"California - ZCTA5 93545, California","ZCTA5 93545, California",2082,79.1,76.8,2.3,17.9,3.0,3.0,0.0
0400000US06,06,California,8710000US0693546,0693546,"California - ZCTA5 93546, California","ZCTA5 93546, California",9567,70.5,67.7,2.8,27.8,1.7,0.0,1.7
0400000US06,06,California,8710000US0693549,0693549,"California - ZCTA5 93549, California","ZCTA5 93549, California",344,80.8,79.7,1.2,19.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0693550,0693550,"California - ZCTA5 93550, California","ZCTA5 93550, California",74929,92.4,88.0,4.4,7.3,0.2,0.1,0.1
0400000US06,06,California,8710000US0693551,0693551,"California - ZCTA5 93551, California","ZCTA5 93551, California",50798,92.3,89.7,2.6,7.6,0.1,0.0,0.1
0400000US06,06,California,8710000US0693552,0693552,"California - ZCTA5 93552, California","ZCTA5 93552, California",38158,95.1,91.3,3.8,4.8,0.1,0.0,0.1
0400000US06,06,California,8710000US0693553,0693553,"California - ZCTA5 93553, California","ZCTA5 93553, California",2138,83.4,80.1,3.3,16.5,0.1,0.0,0.1
0400000US06,06,California,8710000US0693554,0693554,"California - ZCTA5 93554, California","ZCTA5 93554, California",72,50.0,50.0,0.0,50.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0693555,0693555,"California - ZCTA5 93555, California","ZCTA5 93555, California",32560,83.6,80.8,2.8,15.8,0.6,0.3,0.3
0400000US06,06,California,8710000US0693558,0693558,"California - ZCTA5 93558, California","ZCTA5 93558, California",125,62.4,58.4,4.0,37.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0693560,0693560,"California - ZCTA5 93560, California","ZCTA5 93560, California",18910,87.5,84.6,2.8,12.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0693561,0693561,"California - ZCTA5 93561, California","ZCTA5 93561, California",34630,72.2,70.4,1.8,10.6,17.2,17.1,0.1
0400000US06,06,California,8710000US0693562,0693562,"California - ZCTA5 93562, California","ZCTA5 93562, California",1818,81.2,78.4,2.8,18.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0693563,0693563,"California - ZCTA5 93563, California","ZCTA5 93563, California",388,57.0,54.6,2.3,10.3,32.7,25.8,7.0
0400000US06,06,California,8710000US0693591,0693591,"California - ZCTA5 93591, California","ZCTA5 93591, California",7285,92.2,87.3,4.9,7.6,0.3,0.0,0.3
0400000US06,06,California,8710000US0693592,0693592,"California - ZCTA5 93592, California","ZCTA5 93592, California",64,71.9,70.3,1.6,28.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0693601,0693601,"California - ZCTA5 93601, California","ZCTA5 93601, California",1909,86.3,83.7,2.7,13.4,0.3,0.3,0.0
0400000US06,06,California,8710000US0693602,0693602,"California - ZCTA5 93602, California","ZCTA5 93602, California",3862,84.5,81.7,2.7,12.0,3.5,3.5,0.0
0400000US06,06,California,8710000US0693603,0693603,"California - ZCTA5 93603, California","ZCTA5 93603, California",222,73.0,71.6,1.4,27.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0693604,0693604,"California - ZCTA5 93604, California","ZCTA5 93604, California",674,74.8,72.8,1.9,25.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0693605,0693605,"California - ZCTA5 93605, California","ZCTA5 93605, California",175,87.4,86.3,1.1,12.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0693606,0693606,"California - ZCTA5 93606, California","ZCTA5 93606, California",1217,97.7,93.7,4.0,2.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0693608,0693608,"California - ZCTA5 93608, California","ZCTA5 93608, California",1114,94.1,91.4,2.7,5.5,0.4,0.0,0.4
0400000US06,06,California,8710000US0693609,0693609,"California - ZCTA5 93609, California","ZCTA5 93609, California",5640,94.3,90.3,4.0,5.1,0.6,0.0,0.6
0400000US06,06,California,8710000US0693610,0693610,"California - ZCTA5 93610, California","ZCTA5 93610, California",23833,62.5,60.1,2.4,6.4,31.1,31.1,0.0
0400000US06,06,California,8710000US0693611,0693611,"California - ZCTA5 93611, California","ZCTA5 93611, California",45614,90.3,88.2,2.1,9.1,0.6,0.4,0.2
0400000US06,06,California,8710000US0693612,0693612,"California - ZCTA5 93612, California","ZCTA5 93612, California",35351,81.0,77.6,3.4,18.8,0.3,0.2,0.1
0400000US06,06,California,8710000US0693614,0693614,"California - ZCTA5 93614, California","ZCTA5 93614, California",11661,88.2,85.9,2.2,11.7,0.1,0.1,0.0
0400000US06,06,California,8710000US0693615,0693615,"California - ZCTA5 93615, California","ZCTA5 93615, California",6042,94.9,88.5,6.4,5.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0693616,0693616,"California - ZCTA5 93616, California","ZCTA5 93616, California",2627,94.4,90.4,4.0,5.4,0.2,0.0,0.2
0400000US06,06,California,8710000US0693618,0693618,"California - ZCTA5 93618, California","ZCTA5 93618, California",28262,93.2,88.7,4.6,6.1,0.7,0.3,0.4
0400000US06,06,California,8710000US0693619,0693619,"California - ZCTA5 93619, California","ZCTA5 93619, California",28965,92.7,91.2,1.5,7.1,0.1,0.0,0.1
0400000US06,06,California,8710000US0693620,0693620,"California - ZCTA5 93620, California","ZCTA5 93620, California",9591,92.2,89.1,3.0,7.5,0.3,0.3,0.0
0400000US06,06,California,8710000US0693621,0693621,"California - ZCTA5 93621, California","ZCTA5 93621, California",464,80.4,79.1,1.3,19.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0693622,0693622,"California - ZCTA5 93622, California","ZCTA5 93622, California",9581,95.0,92.2,2.8,4.8,0.1,0.0,0.1
0400000US06,06,California,8710000US0693623,0693623,"California - ZCTA5 93623, California","ZCTA5 93623, California",69,63.8,63.8,0.0,36.2,0.0,0.0,0.0
0400000US06,06,California,8710000US0693624,0693624,"California - ZCTA5 93624, California","ZCTA5 93624, California",1134,85.7,83.7,2.0,4.7,9.6,0.0,9.6
0400000US06,06,California,8710000US0693625,0693625,"California - ZCTA5 93625, California","ZCTA5 93625, California",7313,90.3,87.4,2.9,8.4,1.3,1.3,0.0
0400000US06,06,California,8710000US0693626,0693626,"California - ZCTA5 93626, California","ZCTA5 93626, California",1359,85.6,83.8,1.8,14.2,0.2,0.0,0.2
0400000US06,06,California,8710000US0693627,0693627,"California - ZCTA5 93627, California","ZCTA5 93627, California",123,98.4,97.6,0.8,1.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0693628,0693628,"California - ZCTA5 93628, California","ZCTA5 93628, California",327,72.2,71.6,0.6,27.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0693630,0693630,"California - ZCTA5 93630, California","ZCTA5 93630, California",19162,94.0,90.5,3.4,5.9,0.1,0.0,0.1
0400000US06,06,California,8710000US0693631,0693631,"California - ZCTA5 93631, California","ZCTA5 93631, California",15941,90.9,88.5,2.4,8.5,0.5,0.5,0.0
0400000US06,06,California,8710000US0693633,0693633,"California - ZCTA5 93633, California","ZCTA5 93633, California",25,68.0,68.0,0.0,32.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0693634,0693634,"California - ZCTA5 93634, California","ZCTA5 93634, California",33,93.9,93.9,0.0,6.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0693635,0693635,"California - ZCTA5 93635, California","ZCTA5 93635, California",38776,92.3,88.7,3.6,7.1,0.6,0.2,0.4
0400000US06,06,California,8710000US0693636,0693636,"California - ZCTA5 93636, California","ZCTA5 93636, California",11908,92.8,90.3,2.5,6.8,0.4,0.3,0.1
0400000US06,06,California,8710000US0693637,0693637,"California - ZCTA5 93637, California","ZCTA5 93637, California",37743,91.5,87.7,3.8,8.3,0.2,0.1,0.1
0400000US06,06,California,8710000US0693638,0693638,"California - ZCTA5 93638, California","ZCTA5 93638, California",49068,92.6,85.8,6.8,5.4,2.1,1.2,0.8
0400000US06,06,California,8710000US0693640,0693640,"California - ZCTA5 93640, California","ZCTA5 93640, California",11880,93.3,85.2,8.1,6.5,0.2,0.0,0.2
0400000US06,06,California,8710000US0693641,0693641,"California - ZCTA5 93641, California","ZCTA5 93641, California",595,65.0,63.0,2.0,22.2,12.8,12.8,0.0
0400000US06,06,California,8710000US0693643,0693643,"California - ZCTA5 93643, California","ZCTA5 93643, California",3171,84.2,81.6,2.6,15.8,0.0,0.0,0.0
0400000US06,06,California,8710000US0693644,0693644,"California - ZCTA5 93644, California","ZCTA5 93644, California",8637,81.7,79.1,2.6,17.6,0.7,0.7,0.1
0400000US06,06,California,8710000US0693645,0693645,"California - ZCTA5 93645, California","ZCTA5 93645, California",318,87.4,86.2,1.3,12.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0693646,0693646,"California - ZCTA5 93646, California","ZCTA5 93646, California",10557,96.5,92.1,4.3,3.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0693647,0693647,"California - ZCTA5 93647, California","ZCTA5 93647, California",11874,95.5,89.8,5.7,4.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0693648,0693648,"California - ZCTA5 93648, California","ZCTA5 93648, California",15719,95.6,90.6,5.1,4.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0693650,0693650,"California - ZCTA5 93650, California","ZCTA5 93650, California",4055,86.3,82.2,4.1,13.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0693651,0693651,"California - ZCTA5 93651, California","ZCTA5 93651, California",1674,91.0,88.8,2.3,9.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0693652,0693652,"California - ZCTA5 93652, California","ZCTA5 93652, California",415,94.5,90.1,4.3,5.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0693653,0693653,"California - ZCTA5 93653, California","ZCTA5 93653, California",1229,86.0,83.9,2.1,14.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0693654,0693654,"California - ZCTA5 93654, California","ZCTA5 93654, California",29776,92.5,88.6,3.9,6.6,0.9,0.5,0.5
0400000US06,06,California,8710000US0693656,0693656,"California - ZCTA5 93656, California","ZCTA5 93656, California",6313,94.2,91.8,2.4,5.5,0.3,0.0,0.3
0400000US06,06,California,8710000US0693657,0693657,"California - ZCTA5 93657, California","ZCTA5 93657, California",34999,92.5,88.8,3.7,7.1,0.4,0.3,0.1
0400000US06,06,California,8710000US0693660,0693660,"California - ZCTA5 93660, California","ZCTA5 93660, California",4675,97.4,94.7,2.7,2.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0693662,0693662,"California - ZCTA5 93662, California","ZCTA5 93662, California",30237,92.8,88.5,4.3,6.6,0.6,0.4,0.2
0400000US06,06,California,8710000US0693664,0693664,"California - ZCTA5 93664, California","ZCTA5 93664, California",585,85.5,83.8,1.7,14.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0693665,0693665,"California - ZCTA5 93665, California","ZCTA5 93665, California",472,94.3,91.7,2.5,5.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0693666,0693666,"California - ZCTA5 93666, California","ZCTA5 93666, California",692,90.6,88.0,2.6,9.4,0.0,0.0,0.0
0400000US06,06,California,8710000US0693667,0693667,"California - ZCTA5 93667, California","ZCTA5 93667, California",2604,90.4,88.1,2.3,9.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0693668,0693668,"California - ZCTA5 93668, California","ZCTA5 93668, California",1118,92.0,89.4,2.6,6.9,1.1,0.0,1.1
0400000US06,06,California,8710000US0693669,0693669,"California - ZCTA5 93669, California","ZCTA5 93669, California",295,80.3,78.0,2.4,19.7,0.0,0.0,0.0
0400000US06,06,California,8710000US0693673,0693673,"California - ZCTA5 93673, California","ZCTA5 93673, California",713,91.7,87.8,3.9,8.3,0.0,0.0,0.0
0400000US06,06,California,8710000US0693675,0693675,"California - ZCTA5 93675, California","ZCTA5 93675, California",3721,87.6,84.0,3.5,12.4,0.1,0.0,0.1
0400000US06,06,California,8710000US0693701,0693701,"California - ZCTA5 93701, California","ZCTA5 93701, California",12529,89.5,83.4,6.1,10.1,0.3,0.0,0.3
0400000US06,06,California,8710000US0693702,0693702,"California - ZCTA5 93702, California","ZCTA5 93702, California",48607,92.5,87.6,4.9,6.5,1.0,0.0,1.0
0400000US06,06,California,8710000US0693703,0693703,"California - ZCTA5 93703, California","ZCTA5 93703, California",31868,88.8,84.2,4.6,10.1,1.0,0.9,0.2
0400000US06,06,California,8710000US0693704,0693704,"California - ZCTA5 93704, California","ZCTA5 93704, California",27156,79.5,76.1,3.4,20.1,0.4,0.2,0.3
0400000US06,06,California,8710000US0693705,0693705,"California - ZCTA5 93705, California","ZCTA5 93705, California",36703,87.1,82.9,4.2,12.6,0.3,0.1,0.2
0400000US06,06,California,8710000US0693706,0693706,"California - ZCTA5 93706, California","ZCTA5 93706, California",41087,89.3,84.6,4.7,7.4,3.3,0.4,2.9
0400000US06,06,California,8710000US0693710,0693710,"California - ZCTA5 93710, California","ZCTA5 93710, California",30202,71.0,67.6,3.4,23.5,5.5,0.6,4.9
0400000US06,06,California,8710000US0693711,0693711,"California - ZCTA5 93711, California","ZCTA5 93711, California",36731,81.7,80.0,1.7,17.9,0.4,0.1,0.3
0400000US06,06,California,8710000US0693720,0693720,"California - ZCTA5 93720, California","ZCTA5 93720, California",45191,83.1,81.4,1.7,16.1,0.7,0.7,0.1
0400000US06,06,California,8710000US0693721,0693721,"California - ZCTA5 93721, California","ZCTA5 93721, California",6959,35.4,32.8,2.6,19.2,45.4,38.3,7.1
0400000US06,06,California,8710000US0693722,0693722,"California - ZCTA5 93722, California","ZCTA5 93722, California",76448,90.6,87.1,3.5,9.0,0.4,0.2,0.2
0400000US06,06,California,8710000US0693723,0693723,"California - ZCTA5 93723, California","ZCTA5 93723, California",9547,92.2,89.4,2.8,7.4,0.5,0.1,0.4
0400000US06,06,California,8710000US0693725,0693725,"California - ZCTA5 93725, California","ZCTA5 93725, California",24979,93.3,89.3,3.9,6.0,0.7,0.6,0.2
0400000US06,06,California,8710000US0693726,0693726,"California - ZCTA5 93726, California","ZCTA5 93726, California",40705,82.0,77.7,4.3,16.9,1.1,0.7,0.3
0400000US06,06,California,8710000US0693727,0693727,"California - ZCTA5 93727, California","ZCTA5 93727, California",71820,89.1,85.4,3.6,10.0,1.0,0.7,0.2
0400000US06,06,California,8710000US0693728,0693728,"California - ZCTA5 93728, California","ZCTA5 93728, California",15743,77.2,72.8,4.4,21.9,0.9,0.1,0.8
0400000US06,06,California,8710000US0693730,0693730,"California - ZCTA5 93730, California","ZCTA5 93730, California",9941,89.5,88.4,1.1,10.5,0.0,0.0,0.0
0400000US06,06,California,8710000US0693901,0693901,"California - ZCTA5 93901, California","ZCTA5 93901, California",26863,80.7,77.4,3.2,16.5,2.9,1.5,1.4
0400000US06,06,California,8710000US0693905,0693905,"California - ZCTA5 93905, California","ZCTA5 93905, California",61087,95.6,87.5,8.1,4.1,0.4,0.1,0.2
0400000US06,06,California,8710000US0693906,0693906,"California - ZCTA5 93906, California","ZCTA5 93906, California",59461,89.7,85.5,4.1,7.9,2.4,2.2,0.2
0400000US06,06,California,8710000US0693907,0693907,"California - ZCTA5 93907, California","ZCTA5 93907, California",21726,89.8,86.7,3.1,9.9,0.3,0.1,0.2
0400000US06,06,California,8710000US0693908,0693908,"California - ZCTA5 93908, California","ZCTA5 93908, California",13043,91.3,89.4,1.9,8.6,0.1,0.1,0.1
0400000US06,06,California,8710000US0693920,0693920,"California - ZCTA5 93920, California","ZCTA5 93920, California",1369,59.2,57.4,1.8,33.5,7.3,0.0,7.3
0400000US06,06,California,8710000US0693921,0693921,"California - ZCTA5 93921, California","ZCTA5 93921, California",3281,65.4,64.4,1.0,34.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0693923,0693923,"California - ZCTA5 93923, California","ZCTA5 93923, California",12073,74.6,72.3,2.3,24.7,0.7,0.2,0.4
0400000US06,06,California,8710000US0693924,0693924,"California - ZCTA5 93924, California","ZCTA5 93924, California",6279,80.0,77.3,2.7,20.0,0.1,0.0,0.1
0400000US06,06,California,8710000US0693925,0693925,"California - ZCTA5 93925, California","ZCTA5 93925, California",1671,97.4,93.5,3.9,2.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0693926,0693926,"California - ZCTA5 93926, California","ZCTA5 93926, California",8726,96.0,92.3,3.7,3.9,0.1,0.0,0.1
0400000US06,06,California,8710000US0693927,0693927,"California - ZCTA5 93927, California","ZCTA5 93927, California",17547,95.9,89.4,6.6,3.9,0.2,0.0,0.2
0400000US06,06,California,8710000US0693928,0693928,"California - ZCTA5 93928, California","ZCTA5 93928, California",506,38.7,38.5,0.2,2.2,59.1,0.0,59.1
0400000US06,06,California,8710000US0693930,0693930,"California - ZCTA5 93930, California","ZCTA5 93930, California",15866,92.8,86.6,6.2,6.8,0.4,0.4,0.0
0400000US06,06,California,8710000US0693932,0693932,"California - ZCTA5 93932, California","ZCTA5 93932, California",592,81.9,81.1,0.8,18.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0693933,0693933,"California - ZCTA5 93933, California","ZCTA5 93933, California",22406,77.8,74.8,3.0,18.2,4.0,0.0,4.0
0400000US06,06,California,8710000US0693940,0693940,"California - ZCTA5 93940, California","ZCTA5 93940, California",31615,64.9,63.0,1.8,27.2,7.9,0.9,7.0
0400000US06,06,California,8710000US0693943,0693943,"California - ZCTA5 93943, California","ZCTA5 93943, California",6,50.0,50.0,0.0,50.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0693950,0693950,"California - ZCTA5 93950, California","ZCTA5 93950, California",15046,71.4,69.6,1.8,26.2,2.4,1.4,0.9
0400000US06,06,California,8710000US0693953,0693953,"California - ZCTA5 93953, California","ZCTA5 93953, California",4509,76.9,75.8,1.1,15.5,7.6,0.5,7.1
0400000US06,06,California,8710000US0693954,0693954,"California - ZCTA5 93954, California","ZCTA5 93954, California",302,92.4,90.1,2.3,7.6,0.0,0.0,0.0
0400000US06,06,California,8710000US0693955,0693955,"California - ZCTA5 93955, California","ZCTA5 93955, California",33359,84.4,79.4,5.0,12.1,3.5,0.0,3.5
0400000US06,06,California,8710000US0693960,0693960,"California - ZCTA5 93960, California","ZCTA5 93960, California",27080,60.0,57.5,2.6,2.7,37.3,37.3,0.0
0400000US06,06,California,8710000US0693962,0693962,"California - ZCTA5 93962, California","ZCTA5 93962, California",673,89.6,86.8,2.8,10.4,0.0,0.0,0.0
0400000US06,06,California,8710000US0694002,0694002,"California - ZCTA5 94002, California","ZCTA5 94002, California",25992,79.8,78.2,1.5,18.3,2.0,0.5,1.5
0400000US06,06,California,8710000US0694005,0694005,"California - ZCTA5 94005, California","ZCTA5 94005, California",4282,76.0,72.9,3.1,23.6,0.4,0.0,0.4
0400000US06,06,California,8710000US0694010,0694010,"California - ZCTA5 94010, California","ZCTA5 94010, California",40737,81.8,80.3,1.5,17.1,1.1,0.7,0.4
0400000US06,06,California,8710000US0694014,0694014,"California - ZCTA5 94014, California","ZCTA5 94014, California",47014,88.7,82.5,6.2,10.9,0.4,0.1,0.3
0400000US06,06,California,8710000US0694015,0694015,"California - ZCTA5 94015, California","ZCTA5 94015, California",60927,85.6,81.3,4.3,13.4,1.0,0.7,0.3
0400000US06,06,California,8710000US0694019,0694019,"California - ZCTA5 94019, California","ZCTA5 94019, California",18424,84.6,80.8,3.8,14.8,0.6,0.1,0.6
0400000US06,06,California,8710000US0694020,0694020,"California - ZCTA5 94020, California","ZCTA5 94020, California",1559,71.6,68.7,2.9,26.9,1.5,0.8,0.8
0400000US06,06,California,8710000US0694021,0694021,"California - ZCTA5 94021, California","ZCTA5 94021, California",192,60.9,59.4,1.6,39.1,0.0,0.0,0.0
0400000US06,06,California,8710000US0694022,0694022,"California - ZCTA5 94022, California","ZCTA5 94022, California",18500,88.0,86.9,1.2,11.3,0.7,0.3,0.4
0400000US06,06,California,8710000US0694024,0694024,"California - ZCTA5 94024, California","ZCTA5 94024, California",22385,91.3,90.2,1.1,7.8,0.9,0.6,0.2
0400000US06,06,California,8710000US0694025,0694025,"California - ZCTA5 94025, California","ZCTA5 94025, California",40526,78.7,76.3,2.4,18.6,2.7,0.6,2.1
0400000US06,06,California,8710000US0694027,0694027,"California - ZCTA5 94027, California","ZCTA5 94027, California",7089,85.5,83.5,2.0,9.1,5.4,0.0,5.4
0400000US06,06,California,8710000US0694028,0694028,"California - ZCTA5 94028, California","ZCTA5 94028, California",6534,86.8,85.3,1.5,12.4,0.8,0.5,0.2
0400000US06,06,California,8710000US0694030,0694030,"California - ZCTA5 94030, California","ZCTA5 94030, California",21536,85.8,83.9,1.9,12.7,1.5,1.2,0.3
0400000US06,06,California,8710000US0694037,0694037,"California - ZCTA5 94037, California","ZCTA5 94037, California",2913,84.0,81.8,2.2,16.0,0.0,0.0,0.0
0400000US06,06,California,8710000US0694038,0694038,"California - ZCTA5 94038, California","ZCTA5 94038, California",3040,82.6,79.6,2.9,13.5,3.9,3.6,0.4
0400000US06,06,California,8710000US0694040,0694040,"California - ZCTA5 94040, California","ZCTA5 94040, California",32996,76.1,73.5,2.6,23.4,0.5,0.3,0.2
0400000US06,06,California,8710000US0694041,0694041,"California - ZCTA5 94041, California","ZCTA5 94041, California",13292,70.1,66.9,3.1,29.6,0.4,0.1,0.3
0400000US06,06,California,8710000US0694043,0694043,"California - ZCTA5 94043, California","ZCTA5 94043, California",28358,73.9,71.3,2.6,26.0,0.1,0.0,0.1
0400000US06,06,California,8710000US0694044,0694044,"California - ZCTA5 94044, California","ZCTA5 94044, California",37296,84.0,81.2,2.8,15.5,0.5,0.3,0.2
0400000US06,06,California,8710000US0694060,0694060,"California - ZCTA5 94060, California","ZCTA5 94060, California",1554,75.5,70.5,5.0,16.8,7.7,0.0,7.7
0400000US06,06,California,8710000US0694061,0694061,"California - ZCTA5 94061, California","ZCTA5 94061, California",36245,82.3,78.3,4.0,17.3,0.5,0.0,0.4
0400000US06,06,California,8710000US0694062,0694062,"California - ZCTA5 94062, California","ZCTA5 94062, California",25876,83.4,80.8,2.6,15.5,1.1,0.2,0.9
0400000US06,06,California,8710000US0694063,0694063,"California - ZCTA5 94063, California","ZCTA5 94063, California",30949,83.2,76.4,6.8,12.5,4.3,3.5,0.8
0400000US06,06,California,8710000US0694065,0694065,"California - ZCTA5 94065, California","ZCTA5 94065, California",11359,82.4,81.4,1.0,17.4,0.2,0.0,0.2
0400000US06,06,California,8710000US0694066,0694066,"California - ZCTA5 94066, California","ZCTA5 94066, California",41130,84.3,80.8,3.5,14.7,1.0,0.2,0.8
0400000US06,06,California,8710000US0694070,0694070,"California - ZCTA5 94070, California","ZCTA5 94070, California",29166,83.7,82.3,1.3,16.0,0.3,0.0,0.3
0400000US06,06,California,8710000US0694074,0694074,"California - ZCTA5 94074, California","ZCTA5 94074, California",214,83.6,78.5,5.1,16.4,0.0,0.0,0.0
0400000US06,06,California,8710000US0694080,0694080,"California - ZCTA5 94080, California","ZCTA5 94080, California",63975,87.2,83.3,3.9,12.0,0.8,0.1,0.7
0400000US06,06,California,8710000US0694085,0694085,"California - ZCTA5 94085, California","ZCTA5 94085, California",21247,81.0,77.3,3.8,18.3,0.7,0.0,0.7
0400000US06,06,California,8710000US0694086,0694086,"California - ZCTA5 94086, California","ZCTA5 94086, California",45697,79.0,76.5,2.5,20.8,0.3,0.0,0.3
0400000US06,06,California,8710000US0694087,0694087,"California - ZCTA5 94087, California","ZCTA5 94087, California",54293,85.8,84.5,1.4,13.1,1.0,0.9,0.2
0400000US06,06,California,8710000US0694089,0694089,"California - ZCTA5 94089, California","ZCTA5 94089, California",19245,81.9,78.3,3.6,17.9,0.2,0.0,0.2
0400000US06,06,California,8710000US0694102,0694102,"California - ZCTA5 94102, California","ZCTA5 94102, California",31176,37.3,35.6,1.7,51.7,11.0,0.7,10.3
0400000US06,06,California,8710000US0694103,0694103,"California - ZCTA5 94103, California","ZCTA5 94103, California",27170,41.2,38.8,2.4,48.2,10.6,4.5,6.1
0400000US06,06,California,8710000US0694104,0694104,"California - ZCTA5 94104, California","ZCTA5 94104, California",406,62.8,62.3,0.5,31.3,5.9,0.0,5.9
0400000US06,06,California,8710000US0694105,0694105,"California - ZCTA5 94105, California","ZCTA5 94105, California",5846,42.8,42.3,0.5,55.3,2.0,0.0,2.0
0400000US06,06,California,8710000US0694107,0694107,"California - ZCTA5 94107, California","ZCTA5 94107, California",26599,49.4,48.0,1.4,46.2,4.4,0.2,4.2
0400000US06,06,California,8710000US0694108,0694108,"California - ZCTA5 94108, California","ZCTA5 94108, California",13768,54.8,53.7,1.1,43.5,1.7,0.0,1.7
0400000US06,06,California,8710000US0694109,0694109,"California - ZCTA5 94109, California","ZCTA5 94109, California",55984,37.5,36.4,1.1,59.0,3.5,0.4,3.1
0400000US06,06,California,8710000US0694110,0694110,"California - ZCTA5 94110, California","ZCTA5 94110, California",69333,59.6,54.1,5.4,37.9,2.5,0.7,1.8
0400000US06,06,California,8710000US0694111,0694111,"California - ZCTA5 94111, California","ZCTA5 94111, California",3713,49.4,48.9,0.5,49.3,1.4,0.0,1.4
0400000US06,06,California,8710000US0694112,0694112,"California - ZCTA5 94112, California","ZCTA5 94112, California",79407,86.4,78.4,8.0,12.6,1.0,0.6,0.4
0400000US06,06,California,8710000US0694114,0694114,"California - ZCTA5 94114, California","ZCTA5 94114, California",31124,42.1,40.5,1.6,57.3,0.7,0.1,0.5
0400000US06,06,California,8710000US0694115,0694115,"California - ZCTA5 94115, California","ZCTA5 94115, California",33021,48.3,46.9,1.4,49.0,2.7,1.7,1.0
0400000US06,06,California,8710000US0694116,0694116,"California - ZCTA5 94116, California","ZCTA5 94116, California",43698,81.3,77.4,3.9,18.0,0.8,0.5,0.2
0400000US06,06,California,8710000US0694117,0694117,"California - ZCTA5 94117, California","ZCTA5 94117, California",39169,38.2,36.3,2.0,53.7,8.0,0.9,7.1
0400000US06,06,California,8710000US0694118,0694118,"California - ZCTA5 94118, California","ZCTA5 94118, California",38319,62.4,60.5,1.9,36.2,1.4,0.4,1.0
