,,,,,,,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,Population,Housing units,Area in square miles,Area in square miles,Area in square miles,Density per square mile of land area,Density per square mile of land area
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,,,Total area,Water area,Land area,Population,Housing units
0400000US06,06,California,8710000US0693926,0693926,"California - ZCTA5 93926, California","ZCTA5 93926, California",8726,2153,59.31,0.11,59.20,147.4,36.4
0400000US06,06,California,8710000US0693927,0693927,"California - ZCTA5 93927, California","ZCTA5 93927, California",17547,4347,264.97,1.09,263.88,66.5,16.5
0400000US06,06,California,8710000US0693928,0693928,"California - ZCTA5 93928, California","ZCTA5 93928, California",506,82,19.12,0.02,19.10,26.5,4.3
0400000US06,06,California,8710000US0693930,0693930,"California - ZCTA5 93930, California","ZCTA5 93930, California",15866,4260,364.65,4.58,360.07,44.1,11.8
0400000US06,06,California,8710000US0693932,0693932,"California - ZCTA5 93932, California","ZCTA5 93932, California",592,292,100.93,0.21,100.72,5.9,2.9
0400000US06,06,California,8710000US0693933,0693933,"California - ZCTA5 93933, California","ZCTA5 93933, California",22406,8409,13.52,0.67,12.86,1742.7,654.0
0400000US06,06,California,8710000US0693940,0693940,"California - ZCTA5 93940, California","ZCTA5 93940, California",31615,15281,21.25,0.71,20.54,1539.2,744.0
0400000US06,06,California,8710000US0693943,0693943,"California - ZCTA5 93943, California","ZCTA5 93943, California",6,5,0.17,0.00,0.17,35.4,29.5
0400000US06,06,California,8710000US0693950,0693950,"California - ZCTA5 93950, California","ZCTA5 93950, California",15046,8171,3.49,0.63,2.87,5250.7,2851.5
0400000US06,06,California,8710000US0693953,0693953,"California - ZCTA5 93953, California","ZCTA5 93953, California",4509,2809,9.23,1.19,8.04,560.8,349.4
0400000US06,06,California,8710000US0693954,0693954,"California - ZCTA5 93954, California","ZCTA5 93954, California",302,93,36.66,0.00,36.65,8.2,2.5
0400000US06,06,California,8710000US0693955,0693955,"California - ZCTA5 93955, California","ZCTA5 93955, California",33359,11017,28.85,0.61,28.24,1181.3,390.1
0400000US06,06,California,8710000US0693960,0693960,"California - ZCTA5 93960, California","ZCTA5 93960, California",27080,4359,209.13,5.10,204.02,132.7,21.4
0400000US06,06,California,8710000US0693962,0693962,"California - ZCTA5 93962, California","ZCTA5 93962, California",673,246,0.12,0.00,0.12,5509.4,2013.8
0400000US06,06,California,8710000US0694002,0694002,"California - ZCTA5 94002, California","ZCTA5 94002, California",25992,11108,5.67,0.01,5.66,4589.5,1961.4
0400000US06,06,California,8710000US0694005,0694005,"California - ZCTA5 94005, California","ZCTA5 94005, California",4282,1934,4.57,0.17,4.40,974.2,440.0
0400000US06,06,California,8710000US0694010,0694010,"California - ZCTA5 94010, California","ZCTA5 94010, California",40737,17348,11.92,0.09,11.84,3441.9,1465.7
0400000US06,06,California,8710000US0694014,0694014,"California - ZCTA5 94014, California","ZCTA5 94014, California",47014,14284,6.31,0.00,6.31,7454.3,2264.8
0400000US06,06,California,8710000US0694015,0694015,"California - ZCTA5 94015, California","ZCTA5 94015, California",60927,20678,5.76,0.00,5.76,10575.5,3589.2
0400000US06,06,California,8710000US0694019,0694019,"California - ZCTA5 94019, California","ZCTA5 94019, California",18424,7096,53.16,0.56,52.60,350.3,134.9
0400000US06,06,California,8710000US0694020,0694020,"California - ZCTA5 94020, California","ZCTA5 94020, California",1559,849,55.80,0.03,55.77,28.0,15.2
0400000US06,06,California,8710000US0694021,0694021,"California - ZCTA5 94021, California","ZCTA5 94021, California",192,115,4.53,0.00,4.53,42.4,25.4
0400000US06,06,California,8710000US0694022,0694022,"California - ZCTA5 94022, California","ZCTA5 94022, California",18500,7479,17.49,0.00,17.49,1057.9,427.7
0400000US06,06,California,8710000US0694024,0694024,"California - ZCTA5 94024, California","ZCTA5 94024, California",22385,8178,7.30,0.00,7.30,3065.8,1120.0
0400000US06,06,California,8710000US0694025,0694025,"California - ZCTA5 94025, California","ZCTA5 94025, California",40526,16271,11.75,0.00,11.75,3448.1,1384.4
0400000US06,06,California,8710000US0694027,0694027,"California - ZCTA5 94027, California","ZCTA5 94027, California",7089,2616,5.23,0.03,5.20,1363.9,503.3
0400000US06,06,California,8710000US0694028,0694028,"California - ZCTA5 94028, California","ZCTA5 94028, California",6534,2744,15.35,0.11,15.24,428.9,180.1
0400000US06,06,California,8710000US0694030,0694030,"California - ZCTA5 94030, California","ZCTA5 94030, California",21536,8374,3.40,0.01,3.39,6359.1,2472.7
0400000US06,06,California,8710000US0694037,0694037,"California - ZCTA5 94037, California","ZCTA5 94037, California",2913,1169,5.79,0.00,5.79,503.5,202.0
0400000US06,06,California,8710000US0694038,0694038,"California - ZCTA5 94038, California","ZCTA5 94038, California",3040,1109,1.58,0.00,1.58,1929.0,703.7
0400000US06,06,California,8710000US0694040,0694040,"California - ZCTA5 94040, California","ZCTA5 94040, California",32996,14492,3.69,0.00,3.69,8944.6,3928.5
0400000US06,06,California,8710000US0694041,0694041,"California - ZCTA5 94041, California","ZCTA5 94041, California",13292,6331,1.53,0.00,1.53,8688.7,4138.5
0400000US06,06,California,8710000US0694043,0694043,"California - ZCTA5 94043, California","ZCTA5 94043, California",28358,13213,10.67,0.00,10.67,2656.9,1238.0
0400000US06,06,California,8710000US0694044,0694044,"California - ZCTA5 94044, California","ZCTA5 94044, California",37296,14550,14.67,0.00,14.67,2543.1,992.1
0400000US06,06,California,8710000US0694060,0694060,"California - ZCTA5 94060, California","ZCTA5 94060, California",1554,650,73.29,0.34,72.95,21.3,8.9
0400000US06,06,California,8710000US0694061,0694061,"California - ZCTA5 94061, California","ZCTA5 94061, California",36245,14010,3.86,0.00,3.86,9391.4,3630.1
0400000US06,06,California,8710000US0694062,0694062,"California - ZCTA5 94062, California","ZCTA5 94062, California",25876,10547,71.83,0.94,70.89,365.0,148.8
0400000US06,06,California,8710000US0694063,0694063,"California - ZCTA5 94063, California","ZCTA5 94063, California",30949,9175,7.92,1.10,6.82,4538.7,1345.5
0400000US06,06,California,8710000US0694065,0694065,"California - ZCTA5 94065, California","ZCTA5 94065, California",11359,4943,3.09,0.65,2.44,4659.9,2027.8
0400000US06,06,California,8710000US0694066,0694066,"California - ZCTA5 94066, California","ZCTA5 94066, California",41130,15360,6.13,0.00,6.13,6706.0,2504.4
0400000US06,06,California,8710000US0694070,0694070,"California - ZCTA5 94070, California","ZCTA5 94070, California",29166,12341,6.14,0.00,6.14,4749.2,2009.5
0400000US06,06,California,8710000US0694074,0694074,"California - ZCTA5 94074, California","ZCTA5 94074, California",214,101,18.57,0.03,18.54,11.5,5.4
0400000US06,06,California,8710000US0694080,0694080,"California - ZCTA5 94080, California","ZCTA5 94080, California",63975,21946,10.39,0.11,10.28,6223.6,2134.9
0400000US06,06,California,8710000US0694085,0694085,"California - ZCTA5 94085, California","ZCTA5 94085, California",21247,8076,3.49,0.00,3.49,6087.9,2314.0
0400000US06,06,California,8710000US0694086,0694086,"California - ZCTA5 94086, California","ZCTA5 94086, California",45697,19359,4.49,0.00,4.49,10187.2,4315.7
0400000US06,06,California,8710000US0694087,0694087,"California - ZCTA5 94087, California","ZCTA5 94087, California",54293,20977,6.58,0.00,6.58,8248.0,3186.8
0400000US06,06,California,8710000US0694089,0694089,"California - ZCTA5 94089, California","ZCTA5 94089, California",19245,7530,6.00,0.01,5.99,3211.5,1256.6
0400000US06,06,California,8710000US0694102,0694102,"California - ZCTA5 94102, California","ZCTA5 94102, California",31176,18758,0.67,0.00,0.67,46472.4,27961.5
0400000US06,06,California,8710000US0694103,0694103,"California - ZCTA5 94103, California","ZCTA5 94103, California",27170,14778,1.36,0.00,1.36,20036.1,10897.8
0400000US06,06,California,8710000US0694104,0694104,"California - ZCTA5 94104, California","ZCTA5 94104, California",406,368,0.08,0.00,0.08,5232.1,4742.4
0400000US06,06,California,8710000US0694105,0694105,"California - ZCTA5 94105, California","ZCTA5 94105, California",5846,4601,0.45,0.08,0.37,15826.2,12455.7
0400000US06,06,California,8710000US0694107,0694107,"California - ZCTA5 94107, California","ZCTA5 94107, California",26599,15141,1.88,0.09,1.79,14844.8,8450.2
0400000US06,06,California,8710000US0694108,0694108,"California - ZCTA5 94108, California","ZCTA5 94108, California",13768,8843,0.27,0.00,0.27,50982.6,32745.4
0400000US06,06,California,8710000US0694109,0694109,"California - ZCTA5 94109, California","ZCTA5 94109, California",55984,37182,1.30,0.11,1.19,47128.8,31300.8
0400000US06,06,California,8710000US0694110,0694110,"California - ZCTA5 94110, California","ZCTA5 94110, California",69333,28913,2.33,0.00,2.33,29816.4,12433.9
0400000US06,06,California,8710000US0694111,0694111,"California - ZCTA5 94111, California","ZCTA5 94111, California",3713,2811,0.53,0.19,0.34,10790.8,8169.4
0400000US06,06,California,8710000US0694112,0694112,"California - ZCTA5 94112, California","ZCTA5 94112, California",79407,23081,3.36,0.00,3.36,23605.5,6861.3
0400000US06,06,California,8710000US0694114,0694114,"California - ZCTA5 94114, California","ZCTA5 94114, California",31124,17634,1.43,0.00,1.43,21836.9,12372.2
0400000US06,06,California,8710000US0694115,0694115,"California - ZCTA5 94115, California","ZCTA5 94115, California",33021,18884,1.12,0.00,1.12,29595.7,16925.1
0400000US06,06,California,8710000US0694116,0694116,"California - ZCTA5 94116, California","ZCTA5 94116, California",43698,16283,2.62,0.04,2.59,16900.8,6297.7
0400000US06,06,California,8710000US0694117,0694117,"California - ZCTA5 94117, California","ZCTA5 94117, California",39169,19255,1.69,0.00,1.69,23211.0,11410.2
0400000US06,06,California,8710000US0694118,0694118,"California - ZCTA5 94118, California","ZCTA5 94118, California",38319,18633,1.97,0.02,1.95,19662.9,9561.3
0400000US06,06,California,8710000US0694121,0694121,"California - ZCTA5 94121, California","ZCTA5 94121, California",41203,18787,3.11,0.02,3.08,13369.9,6096.2
0400000US06,06,California,8710000US0694122,0694122,"California - ZCTA5 94122, California","ZCTA5 94122, California",56023,23633,2.36,0.00,2.36,23699.3,9997.4
0400000US06,06,California,8710000US0694123,0694123,"California - ZCTA5 94123, California","ZCTA5 94123, California",23088,15083,1.11,0.09,1.02,22621.8,14778.4
0400000US06,06,California,8710000US0694124,0694124,"California - ZCTA5 94124, California","ZCTA5 94124, California",33996,10812,6.01,1.08,4.93,6900.6,2194.7
0400000US06,06,California,8710000US0694127,0694127,"California - ZCTA5 94127, California","ZCTA5 94127, California",19289,7801,1.77,0.00,1.77,10894.9,4406.2
0400000US06,06,California,8710000US0694128,0694128,"California - ZCTA5 94128, California","ZCTA5 94128, California",69,0,3.52,0.01,3.52,19.6,0.0
0400000US06,06,California,8710000US0694129,0694129,"California - ZCTA5 94129, California","ZCTA5 94129, California",3183,1132,2.31,0.01,2.30,1381.2,491.2
0400000US06,06,California,8710000US0694130,0694130,"California - ZCTA5 94130, California","ZCTA5 94130, California",2880,786,0.90,0.00,0.90,3196.2,872.3
0400000US06,06,California,8710000US0694131,0694131,"California - ZCTA5 94131, California","ZCTA5 94131, California",26881,13427,2.10,0.02,2.08,12926.3,6456.6
0400000US06,06,California,8710000US0694132,0694132,"California - ZCTA5 94132, California","ZCTA5 94132, California",28129,10769,3.61,0.50,3.11,9044.5,3462.6
0400000US06,06,California,8710000US0694133,0694133,"California - ZCTA5 94133, California","ZCTA5 94133, California",26237,15197,1.00,0.25,0.76,34748.6,20127.1
0400000US06,06,California,8710000US0694134,0694134,"California - ZCTA5 94134, California","ZCTA5 94134, California",40798,11867,2.43,0.04,2.40,17000.8,4945.1
0400000US06,06,California,8710000US0694158,0694158,"California - ZCTA5 94158, California","ZCTA5 94158, California",4792,2482,1.18,0.52,0.66,7288.1,3774.8
0400000US06,06,California,8710000US0694301,0694301,"California - ZCTA5 94301, California","ZCTA5 94301, California",16995,8109,2.37,0.00,2.37,7161.3,3417.0
0400000US06,06,California,8710000US0694303,0694303,"California - ZCTA5 94303, California","ZCTA5 94303, California",45467,14551,8.69,0.73,7.96,5710.0,1827.4
0400000US06,06,California,8710000US0694304,0694304,"California - ZCTA5 94304, California","ZCTA5 94304, California",3627,2130,6.52,0.02,6.50,558.2,327.8
0400000US06,06,California,8710000US0694305,0694305,"California - ZCTA5 94305, California","ZCTA5 94305, California",13862,4020,5.17,0.05,5.13,2703.4,784.0
0400000US06,06,California,8710000US0694306,0694306,"California - ZCTA5 94306, California","ZCTA5 94306, California",26469,11243,4.19,0.00,4.19,6322.1,2685.4
0400000US06,06,California,8710000US0694401,0694401,"California - ZCTA5 94401, California","ZCTA5 94401, California",34429,13518,4.22,1.08,3.15,10943.4,4296.8
0400000US06,06,California,8710000US0694402,0694402,"California - ZCTA5 94402, California","ZCTA5 94402, California",23981,9804,4.86,0.00,4.86,4933.6,2017.0
0400000US06,06,California,8710000US0694403,0694403,"California - ZCTA5 94403, California","ZCTA5 94403, California",39642,16371,5.80,0.17,5.63,7039.7,2907.2
0400000US06,06,California,8710000US0694404,0694404,"California - ZCTA5 94404, California","ZCTA5 94404, California",33749,14246,4.86,0.60,4.26,7922.8,3344.3
0400000US06,06,California,8710000US0694501,0694501,"California - ZCTA5 94501, California","ZCTA5 94501, California",60212,27087,11.41,3.48,7.93,7592.6,3415.6
0400000US06,06,California,8710000US0694502,0694502,"California - ZCTA5 94502, California","ZCTA5 94502, California",13600,5264,3.87,1.19,2.68,5073.8,1963.9
0400000US06,06,California,8710000US0694503,0694503,"California - ZCTA5 94503, California","ZCTA5 94503, California",19681,6064,15.64,2.69,12.96,1519.0,468.0
0400000US06,06,California,8710000US0694505,0694505,"California - ZCTA5 94505, California","ZCTA5 94505, California",13403,5452,21.59,5.32,16.27,823.9,335.1
0400000US06,06,California,8710000US0694506,0694506,"California - ZCTA5 94506, California","ZCTA5 94506, California",22452,7788,18.80,0.01,18.79,1194.9,414.5
0400000US06,06,California,8710000US0694507,0694507,"California - ZCTA5 94507, California","ZCTA5 94507, California",14889,5528,12.70,0.00,12.70,1172.5,435.3
0400000US06,06,California,8710000US0694508,0694508,"California - ZCTA5 94508, California","ZCTA5 94508, California",3661,1213,17.61,0.16,17.45,209.8,69.5
0400000US06,06,California,8710000US0694509,0694509,"California - ZCTA5 94509, California","ZCTA5 94509, California",62439,22500,17.81,1.38,16.43,3800.4,1369.5
0400000US06,06,California,8710000US0694510,0694510,"California - ZCTA5 94510, California","ZCTA5 94510, California",27088,11338,31.31,3.36,27.95,969.2,405.7
0400000US06,06,California,8710000US0694511,0694511,"California - ZCTA5 94511, California","ZCTA5 94511, California",2137,1327,5.56,0.00,5.56,384.1,238.5
0400000US06,06,California,8710000US0694512,0694512,"California - ZCTA5 94512, California","ZCTA5 94512, California",108,41,20.17,0.01,20.16,5.4,2.0
0400000US06,06,California,8710000US0694513,0694513,"California - ZCTA5 94513, California","ZCTA5 94513, California",54605,18644,77.61,1.95,75.66,721.8,246.4
0400000US06,06,California,8710000US0694514,0694514,"California - ZCTA5 94514, California","ZCTA5 94514, California",1360,468,28.88,0.18,28.71,47.4,16.3
0400000US06,06,California,8710000US0694515,0694515,"California - ZCTA5 94515, California","ZCTA5 94515, California",7050,3517,105.83,0.18,105.65,66.7,33.3
0400000US06,06,California,8710000US0694516,0694516,"California - ZCTA5 94516, California","ZCTA5 94516, California",211,91,0.87,0.00,0.87,241.3,104.1
0400000US06,06,California,8710000US0694517,0694517,"California - ZCTA5 94517, California","ZCTA5 94517, California",12385,4662,57.22,0.00,57.22,216.5,81.5
0400000US06,06,California,8710000US0694518,0694518,"California - ZCTA5 94518, California","ZCTA5 94518, California",26778,10638,5.44,0.00,5.44,4925.3,1956.7
0400000US06,06,California,8710000US0694519,0694519,"California - ZCTA5 94519, California","ZCTA5 94519, California",18453,7246,4.37,0.00,4.37,4220.7,1657.4
0400000US06,06,California,8710000US0694520,0694520,"California - ZCTA5 94520, California","ZCTA5 94520, California",37208,13601,10.09,0.00,10.09,3688.0,1348.1
0400000US06,06,California,8710000US0694521,0694521,"California - ZCTA5 94521, California","ZCTA5 94521, California",41249,16269,12.96,0.00,12.96,3182.2,1255.1
0400000US06,06,California,8710000US0694523,0694523,"California - ZCTA5 94523, California","ZCTA5 94523, California",33569,14505,7.24,0.00,7.24,4639.7,2004.8
0400000US06,06,California,8710000US0694525,0694525,"California - ZCTA5 94525, California","ZCTA5 94525, California",3127,1664,3.06,0.71,2.35,1329.1,707.3
0400000US06,06,California,8710000US0694526,0694526,"California - ZCTA5 94526, California","ZCTA5 94526, California",31102,12218,14.93,0.00,14.93,2083.2,818.4
0400000US06,06,California,8710000US0694528,0694528,"California - ZCTA5 94528, California","ZCTA5 94528, California",964,393,2.34,0.00,2.34,411.1,167.6
0400000US06,06,California,8710000US0694530,0694530,"California - ZCTA5 94530, California","ZCTA5 94530, California",23877,10914,4.83,0.00,4.83,4944.9,2260.3
0400000US06,06,California,8710000US0694531,0694531,"California - ZCTA5 94531, California","ZCTA5 94531, California",40290,12494,10.96,0.00,10.96,3677.7,1140.5
0400000US06,06,California,8710000US0694533,0694533,"California - ZCTA5 94533, California","ZCTA5 94533, California",69277,24359,21.74,0.13,21.60,3206.8,1127.6
0400000US06,06,California,8710000US0694534,0694534,"California - ZCTA5 94534, California","ZCTA5 94534, California",36416,13331,79.76,0.60,79.16,460.0,168.4
0400000US06,06,California,8710000US0694535,0694535,"California - ZCTA5 94535, California","ZCTA5 94535, California",3793,1238,3.82,0.01,3.81,995.2,324.8
0400000US06,06,California,8710000US0694536,0694536,"California - ZCTA5 94536, California","ZCTA5 94536, California",68790,25068,14.59,0.00,14.58,4717.5,1719.1
0400000US06,06,California,8710000US0694538,0694538,"California - ZCTA5 94538, California","ZCTA5 94538, California",61148,21739,16.64,0.18,16.46,3714.5,1320.6
0400000US06,06,California,8710000US0694539,0694539,"California - ZCTA5 94539, California","ZCTA5 94539, California",50031,16100,25.42,0.00,25.42,1968.3,633.4
0400000US06,06,California,8710000US0694541,0694541,"California - ZCTA5 94541, California","ZCTA5 94541, California",61635,21989,7.45,0.02,7.43,8295.6,2959.5
0400000US06,06,California,8710000US0694542,0694542,"California - ZCTA5 94542, California","ZCTA5 94542, California",12717,4595,5.70,0.00,5.70,2229.5,805.6
0400000US06,06,California,8710000US0694544,0694544,"California - ZCTA5 94544, California","ZCTA5 94544, California",73026,23308,10.96,0.00,10.96,6664.8,2127.2
0400000US06,06,California,8710000US0694545,0694545,"California - ZCTA5 94545, California","ZCTA5 94545, California",29707,9477,24.33,2.79,21.54,1379.2,440.0
0400000US06,06,California,8710000US0694546,0694546,"California - ZCTA5 94546, California","ZCTA5 94546, California",42209,16929,9.69,0.26,9.42,4479.5,1796.6
0400000US06,06,California,8710000US0694547,0694547,"California - ZCTA5 94547, California","ZCTA5 94547, California",24092,8569,6.27,0.83,5.44,4426.8,1574.5
0400000US06,06,California,8710000US0694548,0694548,"California - ZCTA5 94548, California","ZCTA5 94548, California",412,172,2.81,0.05,2.76,149.1,62.2
0400000US06,06,California,8710000US0694549,0694549,"California - ZCTA5 94549, California","ZCTA5 94549, California",26864,10896,19.37,0.17,19.21,1398.6,567.3
0400000US06,06,California,8710000US0694550,0694550,"California - ZCTA5 94550, California","ZCTA5 94550, California",46896,17858,234.39,1.66,232.73,201.5,76.7
0400000US06,06,California,8710000US0694551,0694551,"California - ZCTA5 94551, California","ZCTA5 94551, California",36867,13566,78.95,0.03,78.92,467.2,171.9
0400000US06,06,California,8710000US0694552,0694552,"California - ZCTA5 94552, California","ZCTA5 94552, California",14454,5067,44.92,0.02,44.90,321.9,112.9
0400000US06,06,California,8710000US0694553,0694553,"California - ZCTA5 94553, California","ZCTA5 94553, California",47065,19581,51.52,2.58,48.94,961.7,400.1
0400000US06,06,California,8710000US0694555,0694555,"California - ZCTA5 94555, California","ZCTA5 94555, California",34143,11096,13.02,1.41,11.61,2940.8,955.7
0400000US06,06,California,8710000US0694556,0694556,"California - ZCTA5 94556, California","ZCTA5 94556, California",15229,5817,12.25,0.00,12.25,1243.4,474.9
0400000US06,06,California,8710000US0694558,0694558,"California - ZCTA5 94558, California","ZCTA5 94558, California",66830,27133,386.21,30.45,355.76,187.9,76.3
0400000US06,06,California,8710000US0694559,0694559,"California - ZCTA5 94559, California","ZCTA5 94559, California",27184,11014,38.87,2.23,36.65,741.8,300.6
0400000US06,06,California,8710000US0694560,0694560,"California - ZCTA5 94560, California","ZCTA5 94560, California",42573,13414,13.83,0.02,13.81,3083.6,971.6
0400000US06,06,California,8710000US0694561,0694561,"California - ZCTA5 94561, California","ZCTA5 94561, California",36515,12080,17.90,0.98,16.93,2157.3,713.7
0400000US06,06,California,8710000US0694563,0694563,"California - ZCTA5 94563, California","ZCTA5 94563, California",17672,6816,17.28,0.01,17.26,1023.6,394.8
0400000US06,06,California,8710000US0694564,0694564,"California - ZCTA5 94564, California","ZCTA5 94564, California",18287,7127,6.05,0.46,5.59,3271.5,1275.0
0400000US06,06,California,8710000US0694565,0694565,"California - ZCTA5 94565, California","ZCTA5 94565, California",84641,27897,33.89,3.69,30.20,2802.8,923.8
0400000US06,06,California,8710000US0694566,0694566,"California - ZCTA5 94566, California","ZCTA5 94566, California",40884,15329,19.76,0.15,19.61,2084.9,781.7
0400000US06,06,California,8710000US0694567,0694567,"California - ZCTA5 94567, California","ZCTA5 94567, California",623,312,133.83,2.42,131.41,4.7,2.4
0400000US06,06,California,8710000US0694568,0694568,"California - ZCTA5 94568, California","ZCTA5 94568, California",46016,15773,15.29,0.00,15.29,3010.5,1031.9
0400000US06,06,California,8710000US0694569,0694569,"California - ZCTA5 94569, California","ZCTA5 94569, California",198,115,2.37,0.00,2.37,83.7,48.6
0400000US06,06,California,8710000US0694571,0694571,"California - ZCTA5 94571, California","ZCTA5 94571, California",7911,4149,138.34,20.72,117.62,67.3,35.3
0400000US06,06,California,8710000US0694572,0694572,"California - ZCTA5 94572, California","ZCTA5 94572, California",8684,3130,5.23,0.88,4.34,2000.2,720.9
0400000US06,06,California,8710000US0694573,0694573,"California - ZCTA5 94573, California","ZCTA5 94573, California",94,53,1.00,0.00,1.00,94.5,53.3
0400000US06,06,California,8710000US0694574,0694574,"California - ZCTA5 94574, California","ZCTA5 94574, California",8742,4406,129.89,2.09,127.80,68.4,34.5
0400000US06,06,California,8710000US0694575,0694575,"California - ZCTA5 94575, California","ZCTA5 94575, California",974,1,0.18,0.01,0.17,5815.3,6.0
0400000US06,06,California,8710000US0694576,0694576,"California - ZCTA5 94576, California","ZCTA5 94576, California",164,84,0.37,0.00,0.37,443.9,227.3
0400000US06,06,California,8710000US0694577,0694577,"California - ZCTA5 94577, California","ZCTA5 94577, California",45560,17714,9.52,1.37,8.15,5590.5,2173.6
0400000US06,06,California,8710000US0694578,0694578,"California - ZCTA5 94578, California","ZCTA5 94578, California",38558,14808,4.40,0.00,4.40,8755.3,3362.4
0400000US06,06,California,8710000US0694579,0694579,"California - ZCTA5 94579, California","ZCTA5 94579, California",20571,7019,3.13,0.00,3.13,6566.9,2240.7
0400000US06,06,California,8710000US0694580,0694580,"California - ZCTA5 94580, California","ZCTA5 94580, California",27152,8958,3.45,0.01,3.45,7875.1,2598.2
0400000US06,06,California,8710000US0694582,0694582,"California - ZCTA5 94582, California","ZCTA5 94582, California",38537,13345,13.01,0.02,13.00,2965.0,1026.7
0400000US06,06,California,8710000US0694583,0694583,"California - ZCTA5 94583, California","ZCTA5 94583, California",34859,13282,14.95,0.00,14.95,2331.3,888.3
0400000US06,06,California,8710000US0694585,0694585,"California - ZCTA5 94585, California","ZCTA5 94585, California",28263,9511,117.28,4.87,112.41,251.4,84.6
0400000US06,06,California,8710000US0694586,0694586,"California - ZCTA5 94586, California","ZCTA5 94586, California",925,398,59.42,0.77,58.65,15.8,6.8
0400000US06,06,California,8710000US0694587,0694587,"California - ZCTA5 94587, California","ZCTA5 94587, California",69516,21258,19.72,0.00,19.72,3525.1,1078.0
0400000US06,06,California,8710000US0694588,0694588,"California - ZCTA5 94588, California","ZCTA5 94588, California",30842,11263,32.64,0.00,32.64,944.8,345.0
0400000US06,06,California,8710000US0694589,0694589,"California - ZCTA5 94589, California","ZCTA5 94589, California",29876,9973,11.59,0.13,11.46,2607.4,870.4
0400000US06,06,California,8710000US0694590,0694590,"California - ZCTA5 94590, California","ZCTA5 94590, California",35420,15729,6.92,0.97,5.94,5958.6,2646.0
0400000US06,06,California,8710000US0694591,0694591,"California - ZCTA5 94591, California","ZCTA5 94591, California",53042,19644,22.30,0.73,21.58,2458.3,910.4
0400000US06,06,California,8710000US0694592,0694592,"California - ZCTA5 94592, California","ZCTA5 94592, California",742,319,4.24,0.01,4.23,175.4,75.4
0400000US06,06,California,8710000US0694595,0694595,"California - ZCTA5 94595, California","ZCTA5 94595, California",16425,10261,5.38,0.00,5.38,3053.7,1907.7
0400000US06,06,California,8710000US0694596,0694596,"California - ZCTA5 94596, California","ZCTA5 94596, California",20037,10198,5.96,0.00,5.96,3359.2,1709.7
0400000US06,06,California,8710000US0694597,0694597,"California - ZCTA5 94597, California","ZCTA5 94597, California",20277,10181,3.91,0.00,3.91,5179.6,2600.6
0400000US06,06,California,8710000US0694598,0694598,"California - ZCTA5 94598, California","ZCTA5 94598, California",25818,10756,15.26,0.01,15.25,1693.1,705.4
0400000US06,06,California,8710000US0694599,0694599,"California - ZCTA5 94599, California","ZCTA5 94599, California",3021,1310,2.93,0.00,2.93,1030.4,446.8
0400000US06,06,California,8710000US0694601,0694601,"California - ZCTA5 94601, California","ZCTA5 94601, California",50294,16362,3.37,0.12,3.25,15487.1,5038.4
0400000US06,06,California,8710000US0694602,0694602,"California - ZCTA5 94602, California","ZCTA5 94602, California",28329,12498,3.33,0.03,3.30,8574.4,3782.8
0400000US06,06,California,8710000US0694603,0694603,"California - ZCTA5 94603, California","ZCTA5 94603, California",31403,9950,3.26,0.00,3.26,9630.1,3051.3
0400000US06,06,California,8710000US0694605,0694605,"California - ZCTA5 94605, California","ZCTA5 94605, California",39016,16360,9.01,0.05,8.96,4356.3,1826.6
0400000US06,06,California,8710000US0694606,0694606,"California - ZCTA5 94606, California","ZCTA5 94606, California",36672,16289,2.51,0.22,2.29,16037.3,7123.4
0400000US06,06,California,8710000US0694607,0694607,"California - ZCTA5 94607, California","ZCTA5 94607, California",24978,12086,7.08,1.18,5.90,4235.0,2049.2
0400000US06,06,California,8710000US0694608,0694608,"California - ZCTA5 94608, California","ZCTA5 94608, California",28019,15101,3.41,0.67,2.74,10235.2,5516.3
0400000US06,06,California,8710000US0694609,0694609,"California - ZCTA5 94609, California","ZCTA5 94609, California",20596,10348,1.71,0.00,1.71,12057.0,6057.8
0400000US06,06,California,8710000US0694610,0694610,"California - ZCTA5 94610, California","ZCTA5 94610, California",29287,16450,2.42,0.23,2.18,13410.3,7532.3
0400000US06,06,California,8710000US0694611,0694611,"California - ZCTA5 94611, California","ZCTA5 94611, California",36565,17999,10.56,0.00,10.56,3462.4,1704.3
0400000US06,06,California,8710000US0694612,0694612,"California - ZCTA5 94612, California","ZCTA5 94612, California",14389,8921,0.85,0.00,0.85,16899.4,10477.4
0400000US06,06,California,8710000US0694613,0694613,"California - ZCTA5 94613, California","ZCTA5 94613, California",715,5,0.25,0.00,0.25,2820.0,19.7
0400000US06,06,California,8710000US0694618,0694618,"California - ZCTA5 94618, California","ZCTA5 94618, California",16046,7698,2.44,0.01,2.43,6616.1,3174.0
0400000US06,06,California,8710000US0694619,0694619,"California - ZCTA5 94619, California","ZCTA5 94619, California",23299,9644,17.09,1.44,15.65,1488.8,616.2
0400000US06,06,California,8710000US0694621,0694621,"California - ZCTA5 94621, California","ZCTA5 94621, California",29870,9689,9.55,1.77,7.78,3840.3,1245.7
