,,,,,,,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,Population,Housing units,Area in square miles,Area in square miles,Area in square miles,Density per square mile of land area,Density per square mile of land area
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,,,Total area,Water area,Land area,Population,Housing units
0400000US06,06,California,8710000US0695709,0695709,"California - ZCTA5 95709, California","ZCTA5 95709, California",4772,2144,22.36,0.03,22.33,213.7,96.0
0400000US06,06,California,8710000US0695713,0695713,"California - ZCTA5 95713, California","ZCTA5 95713, California",9495,4246,71.60,0.38,71.21,133.3,59.6
0400000US06,06,California,8710000US0695714,0695714,"California - ZCTA5 95714, California","ZCTA5 95714, California",382,277,3.38,0.01,3.36,113.6,82.4
0400000US06,06,California,8710000US0695715,0695715,"California - ZCTA5 95715, California","ZCTA5 95715, California",115,143,27.13,1.08,26.06,4.4,5.5
0400000US06,06,California,8710000US0695717,0695717,"California - ZCTA5 95717, California","ZCTA5 95717, California",231,144,10.22,0.00,10.22,22.6,14.1
0400000US06,06,California,8710000US0695720,0695720,"California - ZCTA5 95720, California","ZCTA5 95720, California",157,420,121.66,0.58,121.08,1.3,3.5
0400000US06,06,California,8710000US0695721,0695721,"California - ZCTA5 95721, California","ZCTA5 95721, California",37,505,13.22,0.69,12.53,3.0,40.3
0400000US06,06,California,8710000US0695722,0695722,"California - ZCTA5 95722, California","ZCTA5 95722, California",4585,1942,11.17,0.25,10.93,419.6,177.7
0400000US06,06,California,8710000US0695724,0695724,"California - ZCTA5 95724, California","ZCTA5 95724, California",27,47,1.20,0.00,1.20,22.6,39.3
0400000US06,06,California,8710000US0695726,0695726,"California - ZCTA5 95726, California","ZCTA5 95726, California",8842,4605,75.15,0.85,74.30,119.0,62.0
0400000US06,06,California,8710000US0695728,0695728,"California - ZCTA5 95728, California","ZCTA5 95728, California",386,1048,12.66,0.24,12.42,31.1,84.4
0400000US06,06,California,8710000US0695735,0695735,"California - ZCTA5 95735, California","ZCTA5 95735, California",68,398,21.97,0.31,21.66,3.1,18.4
0400000US06,06,California,8710000US0695736,0695736,"California - ZCTA5 95736, California","ZCTA5 95736, California",240,85,0.25,0.00,0.25,957.1,339.0
0400000US06,06,California,8710000US0695742,0695742,"California - ZCTA5 95742, California","ZCTA5 95742, California",7749,2635,49.81,0.04,49.77,155.7,52.9
0400000US06,06,California,8710000US0695746,0695746,"California - ZCTA5 95746, California","ZCTA5 95746, California",21460,7811,17.70,0.04,17.66,1215.4,442.4
0400000US06,06,California,8710000US0695747,0695747,"California - ZCTA5 95747, California","ZCTA5 95747, California",51870,19836,46.62,0.00,46.62,1112.6,425.5
0400000US06,06,California,8710000US0695757,0695757,"California - ZCTA5 95757, California","ZCTA5 95757, California",40222,11878,61.42,0.96,60.46,665.3,196.5
0400000US06,06,California,8710000US0695758,0695758,"California - ZCTA5 95758, California","ZCTA5 95758, California",60435,21347,13.09,0.26,12.83,4711.5,1664.2
0400000US06,06,California,8710000US0695762,0695762,"California - ZCTA5 95762, California","ZCTA5 95762, California",38797,13827,43.54,2.25,41.29,939.7,334.9
0400000US06,06,California,8710000US0695765,0695765,"California - ZCTA5 95765, California","ZCTA5 95765, California",33974,12546,12.42,0.03,12.39,2741.9,1012.5
0400000US06,06,California,8710000US0695776,0695776,"California - ZCTA5 95776, California","ZCTA5 95776, California",21902,6824,93.55,1.12,92.43,237.0,73.8
0400000US06,06,California,8710000US0695811,0695811,"California - ZCTA5 95811, California","ZCTA5 95811, California",7595,4465,2.95,0.17,2.78,2727.2,1603.3
0400000US06,06,California,8710000US0695814,0695814,"California - ZCTA5 95814, California","ZCTA5 95814, California",9922,6473,1.43,0.04,1.40,7104.9,4635.2
0400000US06,06,California,8710000US0695815,0695815,"California - ZCTA5 95815, California","ZCTA5 95815, California",24680,10004,8.24,0.40,7.85,3145.0,1274.8
0400000US06,06,California,8710000US0695816,0695816,"California - ZCTA5 95816, California","ZCTA5 95816, California",15579,10137,2.05,0.00,2.05,7611.1,4952.4
0400000US06,06,California,8710000US0695817,0695817,"California - ZCTA5 95817, California","ZCTA5 95817, California",13534,6574,2.29,0.00,2.29,5907.2,2869.3
0400000US06,06,California,8710000US0695818,0695818,"California - ZCTA5 95818, California","ZCTA5 95818, California",19811,10143,3.99,0.15,3.84,5157.8,2640.7
0400000US06,06,California,8710000US0695819,0695819,"California - ZCTA5 95819, California","ZCTA5 95819, California",17141,8036,3.55,0.17,3.38,5067.4,2375.7
0400000US06,06,California,8710000US0695820,0695820,"California - ZCTA5 95820, California","ZCTA5 95820, California",34480,13190,5.19,0.00,5.19,6638.0,2539.3
0400000US06,06,California,8710000US0695821,0695821,"California - ZCTA5 95821, California","ZCTA5 95821, California",33550,16240,7.23,0.07,7.15,4691.3,2270.8
0400000US06,06,California,8710000US0695822,0695822,"California - ZCTA5 95822, California","ZCTA5 95822, California",42347,16569,8.54,0.09,8.45,5013.7,1961.7
0400000US06,06,California,8710000US0695823,0695823,"California - ZCTA5 95823, California","ZCTA5 95823, California",73985,24552,11.80,0.00,11.80,6267.9,2080.0
0400000US06,06,California,8710000US0695824,0695824,"California - ZCTA5 95824, California","ZCTA5 95824, California",30221,9689,4.06,0.00,4.06,7441.5,2385.8
0400000US06,06,California,8710000US0695825,0695825,"California - ZCTA5 95825, California","ZCTA5 95825, California",31084,16993,4.73,0.01,4.73,6575.6,3594.8
0400000US06,06,California,8710000US0695826,0695826,"California - ZCTA5 95826, California","ZCTA5 95826, California",36628,16192,11.68,0.16,11.52,3178.8,1405.3
0400000US06,06,California,8710000US0695827,0695827,"California - ZCTA5 95827, California","ZCTA5 95827, California",20269,7846,7.86,0.25,7.61,2663.1,1030.9
0400000US06,06,California,8710000US0695828,0695828,"California - ZCTA5 95828, California","ZCTA5 95828, California",57862,18515,12.32,0.00,12.32,4698.3,1503.4
0400000US06,06,California,8710000US0695829,0695829,"California - ZCTA5 95829, California","ZCTA5 95829, California",24755,7763,20.79,0.00,20.78,1191.1,373.5
0400000US06,06,California,8710000US0695830,0695830,"California - ZCTA5 95830, California","ZCTA5 95830, California",934,311,13.04,0.07,12.97,72.0,24.0
0400000US06,06,California,8710000US0695831,0695831,"California - ZCTA5 95831, California","ZCTA5 95831, California",41321,19186,7.54,0.55,6.99,5913.7,2745.8
0400000US06,06,California,8710000US0695832,0695832,"California - ZCTA5 95832, California","ZCTA5 95832, California",11924,3222,8.85,0.58,8.27,1442.2,389.7
0400000US06,06,California,8710000US0695833,0695833,"California - ZCTA5 95833, California","ZCTA5 95833, California",37293,15007,8.13,0.38,7.75,4813.7,1937.1
0400000US06,06,California,8710000US0695834,0695834,"California - ZCTA5 95834, California","ZCTA5 95834, California",25899,10085,10.26,0.27,9.99,2591.5,1009.1
0400000US06,06,California,8710000US0695835,0695835,"California - ZCTA5 95835, California","ZCTA5 95835, California",35936,13606,9.01,0.05,8.96,4011.5,1518.8
0400000US06,06,California,8710000US0695837,0695837,"California - ZCTA5 95837, California","ZCTA5 95837, California",315,144,18.47,0.42,18.05,17.4,8.0
0400000US06,06,California,8710000US0695838,0695838,"California - ZCTA5 95838, California","ZCTA5 95838, California",36764,11587,9.07,0.01,9.07,4055.2,1278.1
0400000US06,06,California,8710000US0695841,0695841,"California - ZCTA5 95841, California","ZCTA5 95841, California",19448,8804,4.08,0.00,4.08,4771.4,2160.0
0400000US06,06,California,8710000US0695842,0695842,"California - ZCTA5 95842, California","ZCTA5 95842, California",31806,12111,3.92,0.00,3.92,8121.2,3092.4
0400000US06,06,California,8710000US0695843,0695843,"California - ZCTA5 95843, California","ZCTA5 95843, California",45048,14599,6.45,0.00,6.45,6985.9,2264.0
0400000US06,06,California,8710000US0695864,0695864,"California - ZCTA5 95864, California","ZCTA5 95864, California",22447,10031,6.51,0.09,6.42,3499.0,1563.6
0400000US06,06,California,8710000US0695901,0695901,"California - ZCTA5 95901, California","ZCTA5 95901, California",31314,12250,198.15,1.60,196.55,159.3,62.3
0400000US06,06,California,8710000US0695903,0695903,"California - ZCTA5 95903, California","ZCTA5 95903, California",1732,843,14.52,0.01,14.51,119.3,58.1
0400000US06,06,California,8710000US0695910,0695910,"California - ZCTA5 95910, California","ZCTA5 95910, California",86,81,34.28,0.00,34.27,2.5,2.4
0400000US06,06,California,8710000US0695912,0695912,"California - ZCTA5 95912, California","ZCTA5 95912, California",4685,1566,180.83,0.29,180.54,25.9,8.7
0400000US06,06,California,8710000US0695914,0695914,"California - ZCTA5 95914, California","ZCTA5 95914, California",578,285,14.66,0.00,14.66,39.4,19.4
0400000US06,06,California,8710000US0695915,0695915,"California - ZCTA5 95915, California","ZCTA5 95915, California",44,55,22.58,0.02,22.56,2.0,2.4
0400000US06,06,California,8710000US0695916,0695916,"California - ZCTA5 95916, California","ZCTA5 95916, California",1441,1011,104.54,7.72,96.82,14.9,10.4
0400000US06,06,California,8710000US0695917,0695917,"California - ZCTA5 95917, California","ZCTA5 95917, California",3155,1156,69.33,0.42,68.91,45.8,16.8
0400000US06,06,California,8710000US0695918,0695918,"California - ZCTA5 95918, California","ZCTA5 95918, California",2339,1008,71.10,2.00,69.09,33.9,14.6
0400000US06,06,California,8710000US0695919,0695919,"California - ZCTA5 95919, California","ZCTA5 95919, California",1378,714,24.71,0.00,24.71,55.8,28.9
0400000US06,06,California,8710000US0695920,0695920,"California - ZCTA5 95920, California","ZCTA5 95920, California",274,134,69.32,0.24,69.08,4.0,1.9
0400000US06,06,California,8710000US0695922,0695922,"California - ZCTA5 95922, California","ZCTA5 95922, California",687,412,67.02,4.24,62.77,10.9,6.6
0400000US06,06,California,8710000US0695923,0695923,"California - ZCTA5 95923, California","ZCTA5 95923, California",58,214,9.93,0.00,9.93,5.8,21.5
0400000US06,06,California,8710000US0695925,0695925,"California - ZCTA5 95925, California","ZCTA5 95925, California",295,163,35.39,2.07,33.31,8.9,4.9
0400000US06,06,California,8710000US0695926,0695926,"California - ZCTA5 95926, California","ZCTA5 95926, California",37725,16385,7.65,0.00,7.65,4930.8,2141.6
0400000US06,06,California,8710000US0695928,0695928,"California - ZCTA5 95928, California","ZCTA5 95928, California",36511,15496,139.95,2.40,137.55,265.4,112.7
0400000US06,06,California,8710000US0695930,0695930,"California - ZCTA5 95930, California","ZCTA5 95930, California",69,52,16.92,0.17,16.76,4.1,3.1
0400000US06,06,California,8710000US0695932,0695932,"California - ZCTA5 95932, California","ZCTA5 95932, California",7718,3047,126.16,1.97,124.19,62.1,24.5
0400000US06,06,California,8710000US0695934,0695934,"California - ZCTA5 95934, California","ZCTA5 95934, California",274,161,20.81,0.02,20.79,13.2,7.7
0400000US06,06,California,8710000US0695935,0695935,"California - ZCTA5 95935, California","ZCTA5 95935, California",631,332,23.67,0.07,23.60,26.7,14.1
0400000US06,06,California,8710000US0695936,0695936,"California - ZCTA5 95936, California","ZCTA5 95936, California",352,297,105.00,0.07,104.93,3.4,2.8
0400000US06,06,California,8710000US0695937,0695937,"California - ZCTA5 95937, California","ZCTA5 95937, California",1491,595,50.86,0.00,50.86,29.3,11.7
0400000US06,06,California,8710000US0695938,0695938,"California - ZCTA5 95938, California","ZCTA5 95938, California",3787,1525,71.91,0.04,71.87,52.7,21.2
0400000US06,06,California,8710000US0695939,0695939,"California - ZCTA5 95939, California","ZCTA5 95939, California",604,308,308.95,3.09,305.87,2.0,1.0
0400000US06,06,California,8710000US0695941,0695941,"California - ZCTA5 95941, California","ZCTA5 95941, California",563,383,15.84,0.04,15.80,35.6,24.2
0400000US06,06,California,8710000US0695942,0695942,"California - ZCTA5 95942, California","ZCTA5 95942, California",1301,965,55.91,0.02,55.90,23.3,17.3
0400000US06,06,California,8710000US0695943,0695943,"California - ZCTA5 95943, California","ZCTA5 95943, California",879,380,65.47,2.17,63.30,13.9,6.0
0400000US06,06,California,8710000US0695944,0695944,"California - ZCTA5 95944, California","ZCTA5 95944, California",46,40,50.63,0.12,50.51,0.9,0.8
0400000US06,06,California,8710000US0695945,0695945,"California - ZCTA5 95945, California","ZCTA5 95945, California",25199,12405,65.12,0.89,64.23,392.3,193.1
0400000US06,06,California,8710000US0695946,0695946,"California - ZCTA5 95946, California","ZCTA5 95946, California",9790,4728,42.96,1.08,41.88,233.8,112.9
0400000US06,06,California,8710000US0695947,0695947,"California - ZCTA5 95947, California","ZCTA5 95947, California",1899,1012,130.54,0.00,130.54,14.5,7.8
0400000US06,06,California,8710000US0695948,0695948,"California - ZCTA5 95948, California","ZCTA5 95948, California",10810,4015,78.28,0.26,78.02,138.6,51.5
0400000US06,06,California,8710000US0695949,0695949,"California - ZCTA5 95949, California","ZCTA5 95949, California",19741,8938,139.75,0.19,139.56,141.4,64.0
0400000US06,06,California,8710000US0695950,0695950,"California - ZCTA5 95950, California","ZCTA5 95950, California",569,202,51.20,0.21,50.99,11.2,4.0
0400000US06,06,California,8710000US0695951,0695951,"California - ZCTA5 95951, California","ZCTA5 95951, California",2601,775,19.34,0.96,18.37,141.6,42.2
0400000US06,06,California,8710000US0695953,0695953,"California - ZCTA5 95953, California","ZCTA5 95953, California",10718,3407,114.02,0.27,113.75,94.2,30.0
0400000US06,06,California,8710000US0695954,0695954,"California - ZCTA5 95954, California","ZCTA5 95954, California",12251,5863,72.27,1.24,71.03,172.5,82.5
0400000US06,06,California,8710000US0695955,0695955,"California - ZCTA5 95955, California","ZCTA5 95955, California",1517,608,123.03,0.03,123.00,12.3,4.9
0400000US06,06,California,8710000US0695956,0695956,"California - ZCTA5 95956, California","ZCTA5 95956, California",401,534,67.74,0.01,67.73,5.9,7.9
0400000US06,06,California,8710000US0695957,0695957,"California - ZCTA5 95957, California","ZCTA5 95957, California",761,336,70.49,0.63,69.86,10.9,4.8
0400000US06,06,California,8710000US0695959,0695959,"California - ZCTA5 95959, California","ZCTA5 95959, California",17838,8600,249.36,1.44,247.92,72.0,34.7
0400000US06,06,California,8710000US0695960,0695960,"California - ZCTA5 95960, California","ZCTA5 95960, California",796,437,48.34,0.05,48.29,16.5,9.1
0400000US06,06,California,8710000US0695961,0695961,"California - ZCTA5 95961, California","ZCTA5 95961, California",26510,8799,46.46,0.68,45.78,579.0,192.2
0400000US06,06,California,8710000US0695962,0695962,"California - ZCTA5 95962, California","ZCTA5 95962, California",1567,765,29.87,0.16,29.71,52.7,25.7
0400000US06,06,California,8710000US0695963,0695963,"California - ZCTA5 95963, California","ZCTA5 95963, California",15493,5853,311.41,5.74,305.67,50.7,19.1
0400000US06,06,California,8710000US0695965,0695965,"California - ZCTA5 95965, California","ZCTA5 95965, California",20384,8002,336.59,16.40,320.20,63.7,25.0
0400000US06,06,California,8710000US0695966,0695966,"California - ZCTA5 95966, California","ZCTA5 95966, California",30643,13148,192.83,8.76,184.06,166.5,71.4
0400000US06,06,California,8710000US0695968,0695968,"California - ZCTA5 95968, California","ZCTA5 95968, California",1412,514,1.55,0.00,1.55,912.4,332.1
0400000US06,06,California,8710000US0695969,0695969,"California - ZCTA5 95969, California","ZCTA5 95969, California",27549,13621,59.35,0.32,59.03,466.7,230.8
0400000US06,06,California,8710000US0695970,0695970,"California - ZCTA5 95970, California","ZCTA5 95970, California",530,261,47.33,0.51,46.82,11.3,5.6
0400000US06,06,California,8710000US0695971,0695971,"California - ZCTA5 95971, California","ZCTA5 95971, California",5970,2920,101.44,0.27,101.17,59.0,28.9
0400000US06,06,California,8710000US0695973,0695973,"California - ZCTA5 95973, California","ZCTA5 95973, California",31957,13510,334.68,1.87,332.80,96.0,40.6
0400000US06,06,California,8710000US0695974,0695974,"California - ZCTA5 95974, California","ZCTA5 95974, California",8,3,8.40,0.00,8.40,1.0,0.4
0400000US06,06,California,8710000US0695975,0695975,"California - ZCTA5 95975, California","ZCTA5 95975, California",1769,855,9.35,0.00,9.35,189.2,91.4
0400000US06,06,California,8710000US0695977,0695977,"California - ZCTA5 95977, California","ZCTA5 95977, California",1678,704,39.35,0.22,39.13,42.9,18.0
0400000US06,06,California,8710000US0695978,0695978,"California - ZCTA5 95978, California","ZCTA5 95978, California",143,71,6.33,0.00,6.33,22.6,11.2
0400000US06,06,California,8710000US0695979,0695979,"California - ZCTA5 95979, California","ZCTA5 95979, California",597,428,287.21,2.80,284.42,2.1,1.5
